conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:4152_conv:8304,furious,"['angry', 'annoyed', 'sad']",angry,
hit:5199_conv:10399,sad,"['sad', ' grateful', ' hopeful']",sad,1.0
hit:785_conv:1571,confident,"['proud', 'hopeful', 'sad']",proud,
hit:8988_conv:17977,impressed,"['excited', 'proud', 'hopeful']",excited,
hit:11354_conv:22709,anticipating,"['excited', ' hopeful', ' confident']",excited,
hit:12257_conv:24514,jealous,"['excited', ' hopeful', ' proud']",excited,
hit:320_conv:640,excited,"['excited', 'proud', 'hopeful']",excited,1.0
hit:6137_conv:12275,devastated,"['sad', ' disappointed', ' nostalgic']",sad,
hit:7719_conv:15439,embarrassed,"['embarrassed', ' sad', ' anxious']",embarrassed,1.0
hit:10986_conv:21972,caring,"['proud', ' hopeful', ' caring']",proud,3.0
hit:11339_conv:22678,anticipating,"['disappointed', ' annoyed', ' lonely']",disappointed,
hit:12257_conv:24514,jealous,"['excited', ' joyful', ' proud']",excited,
hit:6834_conv:13668,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:7594_conv:15189,furious,"['angry', 'sad', 'anxious']",angry,
hit:8507_conv:17014,terrified,"['afraid', 'anxious', 'surprised']",afraid,
hit:11339_conv:22678,anticipating,"['hopeful', 'sad', 'grateful']",hopeful,
hit:5697_conv:11394,angry,"['disappointed', ' annoyed', ' surprised']",disappointed,
hit:5705_conv:11411,terrified,"['annoyed', 'disgusted', 'hopeful']",annoyed,
hit:9726_conv:19453,furious,"['angry', ' annoyed', ' proud']",angry,
hit:233_conv:467,prepared,"['proud', ' content', ' grateful']",proud,
hit:3467_conv:6935,angry,"['angry', 'frustrated', 'disappointed']",angry,1.0
hit:354_conv:708,trusting,"['grateful', ' worried', ' sad']",grateful,
hit:5697_conv:11394,angry,"['curious', ' joyful', ' grateful']",curious,
hit:996_conv:1993,angry,"['annoyed', ' relieved', ' hopeful']",annoyed,
hit:108_conv:216,hopeful,"['hopeful', 'disappointed', 'confident']",hopeful,1.0
hit:233_conv:467,prepared,"['proud', ' annoyed', ' caring']",proud,
hit:3908_conv:7816,content,"['content', 'relaxed', 'hopeful']",content,1.0
hit:9394_conv:18789,apprehensive,"['anxious', 'afraid', 'hopeful']",anxious,
hit:9699_conv:19398,surprised,"['happy', ' grateful', ' excited']",happy,
hit:2608_conv:5217,surprised,"['surprised', 'disgusted', 'curious']",surprised,1.0
hit:3985_conv:7970,disgusted,"['disgusted', 'annoyed', 'angry']",disgusted,1.0
hit:5891_conv:11783,content,"['content', ' grateful', ' satisfied']",content,1.0
hit:9122_conv:18245,sad,"['proud', ' grateful', ' hopeful']",proud,
hit:949_conv:1899,disgusted,"['sad', ' hopeful', ' grateful']",sad,
hit:11551_conv:23103,content,"['proud', ' joyful', ' grateful']",proud,
hit:1493_conv:2986,trusting,"['surprised', ' hopeful', ' anxious']",surprised,
hit:1625_conv:3250,anticipating,"['excited', 'hopeful', 'joyful']",excited,
hit:3723_conv:7447,caring,"['sad', ' grateful', ' anxious']",sad,
hit:3985_conv:7970,disgusted,"['disgusted', ' horrified', ' frustrated']",disgusted,1.0
hit:10103_conv:20207,jealous,"['excited', ' hopeful', ' envious']",excited,
hit:2554_conv:5108,lonely,"['proud', 'lonely', 'sad']",proud,2.0
hit:3723_conv:7447,caring,"['grateful', ' proud', ' content']",grateful,
hit:676_conv:1352,sentimental,"['nostalgic', ' curious', ' surprised']",nostalgic,
hit:77_conv:155,faithful,"['angry', ' disappointed', ' concerned']",angry,
hit:11549_conv:23098,caring,"['excited', ' grateful', ' joyful']",excited,
hit:344_conv:688,afraid,"['afraid', 'surprised', 'grateful']",afraid,1.0
hit:4708_conv:9416,impressed,"['surprised', 'excited', 'content']",surprised,
hit:6413_conv:12827,surprised,"['surprised', 'annoyed', 'disgusted']",surprised,1.0
hit:77_conv:155,faithful,"['anxious', ' guilty', ' apprehensive']",anxious,
hit:156_conv:312,devastated,"['devastated', ' hopeful', ' proud']",devastated,1.0
hit:2639_conv:5278,confident,"['proud', 'hopeful', 'confident']",proud,3.0
hit:344_conv:688,afraid,"['sad', 'afraid', 'surprised']",sad,2.0
hit:6800_conv:13600,nostalgic,"['nostalgic', ' hopeful', ' grateful']",nostalgic,1.0
hit:7797_conv:15594,terrified,"['annoyed', ' proud', ' relieved']",annoyed,
hit:156_conv:312,devastated,"['impressed', ' hopeful', ' proud']",impressed,
hit:2311_conv:4623,disappointed,"['disappointed', 'sad', 'anticipating']",disappointed,1.0
hit:232_conv:464,disgusted,"['disgusted', ' sad', ' sympathetic']",disgusted,1.0
hit:3838_conv:7677,angry,"['annoyed', ' anxious', ' furious']",annoyed,
hit:8201_conv:16403,surprised,"['excited', 'hopeful', 'content']",excited,
hit:1327_conv:2654,surprised,"['surprised', ' excited', ' disappointed']",surprised,1.0
hit:2187_conv:4375,prepared,"['prepared', ' anxious', ' hopeful']",prepared,1.0
hit:5009_conv:10018,terrified,"['afraid', ' disgusted', ' hopeful']",afraid,
hit:5622_conv:11245,disappointed,"['disappointed', 'sad', 'anxious']",disappointed,1.0
hit:5626_conv:11252,excited,"['excited', ' joyful', ' grateful']",excited,1.0
hit:10201_conv:20402,nostalgic,"['surprised', ' nostalgic', ' worried']",surprised,2.0
hit:2187_conv:4375,prepared,"['anxious', ' prepared', ' concerned']",anxious,2.0
hit:5002_conv:10004,sad,"['sad', ' nostalgic', ' hopeful']",sad,1.0
hit:8274_conv:16549,furious,"['disgusted', 'content', 'hopeful']",disgusted,
hit:3570_conv:7141,surprised,"['angry', ' disappointed', ' hurt']",angry,
hit:4162_conv:8324,disappointed,"['disappointed', ' surprised', ' annoyed']",disappointed,1.0
hit:4390_conv:8781,jealous,"['angry', 'furious', 'proud']",angry,
hit:6133_conv:12267,jealous,"['envious', ' hopeful', ' excited']",envious,
hit:8820_conv:17641,surprised,"['proud', ' grateful', ' hopeful']",proud,
hit:1183_conv:2367,sad,"['hopeful', 'sad', 'content']",hopeful,2.0
hit:1905_conv:3810,grateful,"['grateful', ' hopeful', ' curious']",grateful,1.0
hit:3570_conv:7141,surprised,"['surprised', 'disappointed', 'sad']",surprised,1.0
hit:8234_conv:16468,impressed,"['proud', 'impressed', 'hopeful']",proud,2.0
hit:11411_conv:22822,trusting,"['excited', 'proud', 'grateful']",excited,
hit:11824_conv:23649,proud,"['proud', 'hopeful', 'excited']",proud,1.0
hit:12374_conv:24748,surprised,"['disgusted', 'annoyed', 'surprised']",disgusted,3.0
hit:5153_conv:10307,joyful,"['surprised', 'excited', 'grateful']",surprised,
hit:9235_conv:18471,embarrassed,"['embarrassed', ' ashamed', ' annoyed']",embarrassed,1.0
hit:4188_conv:8376,faithful,"['proud', ' hopeful', ' grateful']",proud,
hit:4335_conv:8671,embarrassed,"['embarrassed', ' afraid', ' hopeful']",embarrassed,1.0
hit:5153_conv:10307,joyful,"['surprised', ' grateful', ' proud']",surprised,
hit:5815_conv:11631,grateful,"['sad', ' grateful', ' concerned']",sad,2.0
hit:9067_conv:18134,jealous,"['jealous', 'envious', 'hopeful']",jealous,1.0
hit:10128_conv:20257,afraid,"['angry', 'sad', 'grateful']",angry,
hit:103_conv:207,hopeful,"['hopeful', 'excited', 'hopeful']",hopeful,1.0
hit:11093_conv:22187,hopeful,"['excited', 'proud', 'hopeful']",excited,3.0
hit:4188_conv:8376,faithful,"['nostalgic', ' disappointed', ' hopeful']",nostalgic,
hit:4630_conv:9261,anxious,"['anxious', 'confident', 'insecure']",anxious,1.0
hit:10309_conv:20618,content,"['relieved', ' proud', ' grateful']",relieved,
hit:2346_conv:4692,guilty,"['sad', ' grateful', ' guilty']",sad,3.0
hit:3301_conv:6602,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:4758_conv:9517,hopeful,"['anxious', ' hopeful', ' anticipating']",anxious,2.0
hit:6926_conv:13853,surprised,"['sad', ' anxious', ' hopeful']",sad,
hit:2518_conv:5037,surprised,"['surprised', ' sad', ' anxious']",surprised,1.0
hit:3839_conv:7678,disgusted,"['disgusted', 'sad', 'embarrassed']",disgusted,1.0
hit:4758_conv:9517,hopeful,"['anxious', ' hopeful', ' anticipating']",anxious,2.0
hit:8114_conv:16228,joyful,"['excited', 'hopeful', 'content']",excited,
hit:8891_conv:17782,anticipating,"['excited', 'hopeful', 'proud']",excited,
hit:11800_conv:23600,guilty,"['ashamed', ' guilty', ' hopeful']",ashamed,2.0
hit:12322_conv:24645,impressed,"['impressed', ' grateful', ' relieved']",impressed,1.0
hit:184_conv:369,annoyed,"['angry', 'annoyed', 'hateful']",angry,2.0
hit:7162_conv:14325,sad,"['sad', ' hurt', ' disappointed']",sad,1.0
hit:8114_conv:16228,joyful,"['excited', 'hopeful', 'content']",excited,
hit:3923_conv:7846,trusting,"['disappointed', ' betrayed', ' anxious']",disappointed,
hit:6250_conv:12500,surprised,"['surprised', ' grateful', ' relieved']",surprised,1.0
hit:6319_conv:12638,anticipating,"['excited', ' hopeful', ' proud']",excited,
hit:6731_conv:13463,caring,"['content', 'excited', 'caring']",content,3.0
hit:8858_conv:17716,excited,"['excited', ' hopeful', ' grateful']",excited,1.0
hit:5602_conv:11204,annoyed,"['angry', 'surprised', 'amused']",angry,
hit:6250_conv:12500,surprised,"['excited', 'hopeful', 'content']",excited,
hit:7834_conv:15668,proud,"['proud', ' hopeful', ' content']",proud,1.0
hit:8442_conv:16884,surprised,"['excited', 'surprised', 'hopeful']",excited,2.0
hit:9983_conv:19967,surprised,"['surprised', 'grateful', 'proud']",surprised,1.0
hit:10808_conv:21617,sad,"['sad', ' hopeful', ' confident']",sad,1.0
hit:4173_conv:8347,hopeful,"['hopeful', 'confident', 'curious']",hopeful,1.0
hit:7834_conv:15668,proud,"['proud', ' grateful', ' caring']",proud,1.0
hit:79_conv:159,hopeful,"['hopeful', ' relieved', ' anxious']",hopeful,1.0
hit:8021_conv:16043,excited,"['excited', 'anticipating', 'hopeful']",excited,1.0
hit:10768_conv:21537,trusting,"['trusting', ' hopeful', ' anxious']",trusting,1.0
hit:11004_conv:22008,embarrassed,"['embarrassed', ' surprised', ' anxious']",embarrassed,1.0
hit:11973_conv:23946,content,"['content', 'grateful', 'hopeful']",content,1.0
hit:2528_conv:5056,guilty,"['ashamed', ' guilty', ' caring']",ashamed,2.0
hit:5648_conv:11296,impressed,"['excited', 'proud', 'hopeful']",excited,
hit:11004_conv:22008,embarrassed,"['embarrassed', ' anxious', ' apologetic']",embarrassed,1.0
hit:12136_conv:24272,hopeful,"['anxious', 'excited', 'nervous']",anxious,
hit:1322_conv:2645,guilty,"['anxious', ' hopeful', ' worried']",anxious,
hit:4290_conv:8580,grateful,"['grateful', ' proud', ' content']",grateful,1.0
hit:8417_conv:16835,anxious,"['anxious', ' anticipating', ' nervous']",anxious,1.0
hit:10257_conv:20514,ashamed,"['ashamed', ' guilty', ' sad']",ashamed,1.0
hit:4239_conv:8478,trusting,"['disappointed', ' annoyed', ' sad']",disappointed,
hit:5620_conv:11241,jealous,"['angry', 'annoyed', 'insecure']",angry,
hit:6517_conv:13034,surprised,"['surprised', 'excited', 'grateful']",surprised,1.0
hit:8417_conv:16835,anxious,"['anxious', 'nervous', 'hopeful']",anxious,1.0
hit:10257_conv:20514,ashamed,"['hopeful', ' anxious', ' anticipating']",hopeful,
hit:10843_conv:21687,prepared,"['excited', ' proud', ' hopeful']",excited,
hit:3081_conv:6162,impressed,"['surprised', 'excited', 'impressed']",surprised,3.0
hit:3111_conv:6222,angry,"['angry', 'proud', 'confident']",angry,1.0
hit:4099_conv:8198,content,"['content', ' grateful', ' proud']",content,1.0
hit:6299_conv:12599,ashamed,"['embarrassed', ' horrified', ' anxious']",embarrassed,
hit:12387_conv:24774,hopeful,"['concerned', 'hopeful', 'anxious']",concerned,2.0
hit:2933_conv:5866,sad,"['sad', ' nostalgic', ' concerned']",sad,1.0
hit:3362_conv:6725,angry,"['angry', 'sad', 'grateful']",angry,1.0
hit:4099_conv:8198,content,"['grateful', ' hopeful', ' sad']",grateful,
hit:4642_conv:9285,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:11083_conv:22166,terrified,"['excited', ' afraid', ' annoyed']",excited,
hit:11488_conv:22977,caring,"['grateful', ' excited', ' trusting']",grateful,
hit:2933_conv:5866,sad,"['surprised', ' excited', ' hopeful']",surprised,
hit:4447_conv:8894,impressed,"['impressed', ' surprised', ' proud']",impressed,1.0
hit:5112_conv:10225,devastated,"['sad', ' devastated', ' angry']",sad,2.0
hit:8826_conv:17652,embarrassed,"['embarrassed', 'anxious', 'relieved']",embarrassed,1.0
hit:3068_conv:6136,sentimental,"['nostalgic', ' content', ' disappointed']",nostalgic,
hit:5112_conv:10225,devastated,"['sad', ' disappointed', ' anxious']",sad,
hit:5230_conv:10461,disgusted,"['disgusted', ' annoyed', ' agreeing']",disgusted,1.0
hit:7078_conv:14157,impressed,"['surprised', 'impressed', 'grateful']",surprised,2.0
hit:826_conv:1652,impressed,"['proud', 'excited', 'hopeful']",proud,
hit:10264_conv:20528,sentimental,"['nostalgic', ' hopeful', ' amazed']",nostalgic,
hit:10302_conv:20605,guilty,"['guilty', ' disappointed', ' ashamed']",guilty,1.0
hit:4056_conv:8112,grateful,"['relieved', ' grateful', ' excited']",relieved,2.0
hit:5992_conv:11984,hopeful,"['excited', 'hopeful', 'content']",excited,2.0
hit:7078_conv:14157,impressed,"['embarrassed', ' annoyed', ' surprised']",embarrassed,
hit:7173_conv:14346,jealous,"['sad', ' disappointed', ' angry']",sad,
hit:10302_conv:20605,guilty,"['surprised', 'grateful', 'hopeful']",surprised,
hit:10545_conv:21091,anxious,"['anxious', ' anticipating', ' hopeful']",anxious,1.0
hit:5579_conv:11159,excited,"['excited', 'hopeful', 'proud']",excited,1.0
hit:5790_conv:11580,grateful,"['grateful', 'excited', 'content']",grateful,1.0
hit:8452_conv:16904,grateful,"['content', 'excited', 'hopeful']",content,
hit:10545_conv:21091,anxious,"['hopeful', ' anticipating', ' excited']",hopeful,
hit:215_conv:431,excited,"['excited', ' proud', ' annoyed']",excited,1.0
hit:2406_conv:4812,hopeful,"['proud', ' hopeful', ' anxious']",proud,2.0
hit:4882_conv:9764,nostalgic,"['excited', 'hopeful', 'content']",excited,
hit:5660_conv:11321,joyful,"['surprised', 'amused', 'disappointed']",surprised,
hit:2406_conv:4812,hopeful,"['sad', ' proud', ' anticipating']",sad,
hit:3003_conv:6007,hopeful,"['anxious', ' hopeful', ' anticipating']",anxious,2.0
hit:5385_conv:10770,surprised,"['surprised', 'excited', 'happy']",surprised,1.0
hit:8467_conv:16935,impressed,"['excited', ' proud', ' grateful']",excited,
hit:980_conv:1961,proud,"['excited', 'proud', 'hopeful']",excited,2.0
hit:11602_conv:23205,furious,"['anxious', ' disappointed', ' worried']",anxious,
hit:213_conv:427,impressed,"['excited', 'anxious', 'hopeful']",excited,
hit:3003_conv:6007,hopeful,"['excited', ' hopeful', ' anticipating']",excited,2.0
hit:5632_conv:11265,impressed,"['sad', 'proud', 'surprised']",sad,
hit:6068_conv:12136,terrified,"['anxious', 'worried', 'grateful']",anxious,
hit:11602_conv:23205,furious,"['angry', 'surprised', 'content']",angry,
hit:549_conv:1099,proud,"['proud', 'happy', 'excited']",proud,1.0
hit:7002_conv:14005,disappointed,"['excited', ' hopeful', ' proud']",excited,
hit:815_conv:1631,content,"['excited', ' hopeful', ' confident']",excited,
hit:8958_conv:17917,guilty,"['sad', ' ashamed', ' anxious']",sad,
hit:8005_conv:16010,proud,"['proud', 'excited', 'content']",proud,1.0
hit:8069_conv:16139,confident,"['proud', 'confident', 'excited']",proud,2.0
hit:82_conv:165,nostalgic,"['sad', ' disappointed', ' nostalgic']",sad,3.0
hit:8326_conv:16653,lonely,"['lonely', ' hopeful', ' amused']",lonely,1.0
hit:8958_conv:17917,guilty,"['hopeful', 'excited', 'grateful']",hopeful,
hit:9908_conv:19816,prepared,"['hopeful', ' proud', ' excited']",hopeful,
hit:11614_conv:23228,proud,"['proud', 'hopeful', 'grateful']",proud,1.0
hit:1345_conv:2690,angry,"['sad', ' nostalgic', ' excited']",sad,
hit:2057_conv:4114,confident,"['confident', 'hopeful', 'excited']",confident,1.0
hit:6263_conv:12526,sad,"['sad', ' hopeful', ' grateful']",sad,1.0
hit:82_conv:165,nostalgic,"['grateful', 'hopeful', 'content']",grateful,
hit:3217_conv:6434,disappointed,"['sad', ' disappointed', ' understanding']",sad,2.0
hit:6263_conv:12526,sad,"['sad', ' concerned', ' hopeful']",sad,1.0
hit:6460_conv:12921,embarrassed,"['sad', 'embarrassed', 'disappointed']",sad,2.0
hit:7431_conv:14862,embarrassed,"['embarrassed', ' anxious', ' disgusted']",embarrassed,1.0
hit:9907_conv:19814,angry,"['angry', ' annoyed', ' disappointed']",angry,1.0
hit:11515_conv:23031,ashamed,"['frustrated', ' disappointed', ' hopeful']",frustrated,
hit:12206_conv:24413,proud,"['proud', 'happy', 'grateful']",proud,1.0
hit:3190_conv:6381,lonely,"['sad', ' hopeful', ' anxious']",sad,
hit:3217_conv:6434,disappointed,"['annoyed', ' disappointed', ' hopeful']",annoyed,2.0
hit:3917_conv:7834,prepared,"['excited', 'hopeful', 'prepared']",excited,3.0
hit:9015_conv:18031,angry,"['annoyed', ' disgusted', ' disappointed']",annoyed,
hit:11283_conv:22566,hopeful,"['hopeful', ' envious', ' frustrated']",hopeful,1.0
hit:11515_conv:23031,ashamed,"['concerned', ' embarrassed', ' surprised']",concerned,
hit:1817_conv:3635,content,"['content', ' hopeful', ' joyful']",content,1.0
hit:3142_conv:6284,furious,"['angry', 'surprised', 'disappointed']",angry,
hit:10325_conv:20651,apprehensive,"['terrified', 'sad', 'relieved']",terrified,
hit:2106_conv:4213,devastated,"['sad', 'hopeful', 'content']",sad,
hit:4521_conv:9042,sentimental,"['proud', 'content', 'sentimental']",proud,3.0
hit:8571_conv:17142,anticipating,"['excited', ' hopeful', ' grateful']",excited,
hit:10551_conv:21103,content,"['disappointed', 'hopeful', 'content']",disappointed,3.0
hit:2202_conv:4404,surprised,"['surprised', ' proud', ' nostalgic']",surprised,1.0
hit:7262_conv:14524,proud,"['proud', 'happy', 'grateful']",proud,1.0
hit:9163_conv:18326,annoyed,"['amused', 'surprised', 'annoyed']",amused,3.0
hit:964_conv:1929,annoyed,"['angry', ' disgusted', ' disappointed']",angry,
hit:10836_conv:21672,anticipating,"['excited', ' grateful', ' content']",excited,
hit:2202_conv:4404,surprised,"['excited', ' proud', ' joyful']",excited,
hit:2349_conv:4699,confident,"['confident', 'hopeful', 'grateful']",confident,1.0
hit:2530_conv:5061,caring,"['sad', 'disappointed', 'concerned']",sad,
hit:3307_conv:6615,anxious,"['anxious', ' apprehensive', ' faithful']",anxious,1.0
hit:2530_conv:5061,caring,"['curious', ' hopeful', ' concerned']",curious,
hit:2981_conv:5963,lonely,"['lonely', ' hopeful', ' caring']",lonely,1.0
hit:3079_conv:6159,ashamed,"['hopeful', ' relieved', ' unsure']",hopeful,
hit:4365_conv:8730,lonely,"['annoyed', 'sad', 'apologetic']",annoyed,
hit:8143_conv:16286,impressed,"['proud', 'happy', 'anxious']",proud,
hit:10176_conv:20352,apprehensive,"['proud', 'hopeful', 'confident']",proud,
hit:2158_conv:4317,sad,"['sad', ' hopeful', ' lonely']",sad,1.0
hit:5957_conv:11914,impressed,"['grateful', 'surprised', 'hopeful']",grateful,
hit:7008_conv:14017,nostalgic,"['nostalgic', ' surprised', ' grateful']",nostalgic,1.0
hit:10345_conv:20690,content,"['content', 'hopeful', 'lonely']",content,1.0
hit:10722_conv:21444,guilty,"['guilty', ' ashamed', ' disappointed']",guilty,1.0
hit:2157_conv:4314,sad,"['sad', ' nostalgic', ' hopeful']",sad,1.0
hit:8268_conv:16536,anxious,"['anxious', 'nervous', 'hopeful']",anxious,1.0
hit:10830_conv:21660,faithful,"['trusting', ' hopeful', ' proud']",trusting,
hit:3806_conv:7613,angry,"['angry', ' proud', ' disappointed']",angry,1.0
hit:6182_conv:12365,excited,"['excited', ' joyful', ' impressed']",excited,1.0
hit:8721_conv:17442,grateful,"['grateful', ' proud', ' disappointed']",grateful,1.0
hit:8990_conv:17981,sentimental,"['nostalgic', 'excited', 'hopeful']",nostalgic,
hit:12375_conv:24751,surprised,"['surprised', 'anxious', 'annoyed']",surprised,1.0
hit:1695_conv:3390,nostalgic,"['nostalgic', 'sad', 'hopeful']",nostalgic,1.0
hit:4231_conv:8462,disappointed,"['angry', 'sad', 'sorry']",angry,
hit:8721_conv:17442,grateful,"['grateful', ' relieved', ' prepared']",grateful,1.0
hit:9386_conv:18772,proud,"['proud', ' grateful', ' hopeful']",proud,1.0
hit:10990_conv:21981,content,"['relieved', ' grateful', ' hopeful']",relieved,
hit:12375_conv:24751,surprised,"['anxious', ' unsure', ' hopeful']",anxious,
hit:1338_conv:2677,proud,"['surprised', ' proud', ' grateful']",surprised,2.0
hit:1414_conv:2828,annoyed,"['disappointed', 'annoyed', 'sad']",disappointed,2.0
hit:3355_conv:6711,anxious,"['anxious', 'embarrassed', 'surprised']",anxious,1.0
hit:102_conv:205,grateful,"['excited', ' grateful', ' proud']",excited,2.0
hit:10797_conv:21594,disappointed,"['angry', 'surprised', 'sad']",angry,
hit:10990_conv:21981,content,"['sad', ' hopeful', ' grateful']",sad,
hit:4500_conv:9001,furious,"['angry', 'annoyed', 'surprised']",angry,
hit:8900_conv:17800,proud,"['proud', 'hopeful', 'sad']",proud,1.0
hit:12267_conv:24535,anxious,"['anxious', ' hopeful', ' surprised']",anxious,1.0
hit:4500_conv:9001,furious,"['angry', 'annoyed', 'furious']",angry,3.0
hit:8607_conv:17214,annoyed,"['angry', ' annoyed', ' frustrated']",angry,2.0
hit:9226_conv:18453,anxious,"['anxious', ' afraid', ' worried']",anxious,1.0
hit:9966_conv:19932,anticipating,"['excited', ' hopeful', ' anticipating']",excited,3.0
hit:12267_conv:24535,anxious,"['excited', ' hopeful', ' proud']",excited,
hit:2808_conv:5616,disgusted,"['angry', ' sad', ' helpless']",angry,
hit:3073_conv:6146,anticipating,"['anxious', 'worried', 'hopeful']",anxious,
hit:6147_conv:12295,faithful,"['proud', 'hopeful', 'content']",proud,
hit:7470_conv:14941,angry,"['disappointed', ' hopeful', ' angry']",disappointed,3.0
hit:1402_conv:2805,afraid,"['afraid', 'anxious', 'concerned']",afraid,1.0
hit:3315_conv:6631,afraid,"['sad', ' hopeful', ' afraid']",sad,3.0
hit:4406_conv:8813,hopeful,"['excited', 'confident', 'hopeful']",excited,3.0
hit:6293_conv:12586,annoyed,"['annoyed', 'grateful', 'content']",annoyed,1.0
hit:7426_conv:14852,jealous,"['jealous', 'surprised', 'disappointed']",jealous,1.0
hit:7470_conv:14941,angry,"['proud', ' confident', ' grateful']",proud,
hit:11010_conv:22021,apprehensive,"['excited', 'anxious', 'worried']",excited,
hit:2657_conv:5314,confident,"['relieved', ' surprised', ' proud']",relieved,
hit:4296_conv:8592,jealous,"['jealous', ' envious', ' excited']",jealous,1.0
hit:686_conv:1373,joyful,"['excited', 'joyful', 'hopeful']",excited,2.0
hit:7426_conv:14852,jealous,"['jealous', ' hopeful', ' disappointed']",jealous,1.0
hit:4523_conv:9046,disgusted,"['disgusted', ' disappointed', ' surprised']",disgusted,1.0
hit:686_conv:1373,joyful,"['excited', ' hopeful', ' anticipating']",excited,
hit:697_conv:1394,annoyed,"['annoyed', ' proud', ' amused']",annoyed,1.0
hit:7909_conv:15819,caring,"['concerned', 'sad', 'anxious']",concerned,
hit:8838_conv:17677,lonely,"['sad', ' lonely', ' nostalgic']",sad,2.0
hit:10417_conv:20834,terrified,"['afraid', ' disgusted', ' hopeful']",afraid,
hit:6738_conv:13477,anticipating,"['sad', ' anxious', ' prepared']",sad,
hit:7071_conv:14143,sad,"['sad', ' disappointed', ' hopeful']",sad,1.0
hit:8328_conv:16657,hopeful,"['proud', 'hopeful', 'anxious']",proud,2.0
hit:8838_conv:17677,lonely,"['surprised', ' nostalgic', ' anxious']",surprised,
hit:11005_conv:22010,anticipating,"['hopeful', ' excited', ' content']",hopeful,
hit:1545_conv:3091,surprised,"['surprised', 'annoyed', 'curious']",surprised,1.0
hit:4951_conv:9903,joyful,"['excited', ' amused', ' grateful']",excited,
hit:5782_conv:11565,ashamed,"['guilty', 'ashamed', 'sad']",guilty,2.0
hit:6738_conv:13477,anticipating,"['excited', ' nostalgic', ' joyful']",excited,
hit:12233_conv:24466,impressed,"['excited', 'proud', 'hopeful']",excited,
hit:1645_conv:3290,excited,"['excited', 'hopeful', 'playful']",excited,1.0
hit:4283_conv:8566,hopeful,"['excited', 'hopeful', 'happy']",excited,2.0
hit:8573_conv:17146,surprised,"['excited', 'hopeful', 'proud']",excited,
hit:10197_conv:20394,apprehensive,"['excited', 'joyful', 'apprehensive']",excited,3.0
hit:2029_conv:4058,anxious,"['anxious', 'worried', 'comforted']",anxious,1.0
hit:2847_conv:5695,anticipating,"['excited', ' hopeful', ' nostalgic']",excited,
hit:5798_conv:11596,impressed,"['impressed', 'excited', 'content']",impressed,1.0
hit:6484_conv:12969,caring,"['proud', ' caring', ' hopeful']",proud,2.0
hit:1809_conv:3618,surprised,"['grateful', 'surprised', 'excited']",grateful,2.0
hit:2029_conv:4058,anxious,"['grateful', ' anxious', ' sad']",grateful,2.0
hit:6782_conv:13564,surprised,"['excited', 'surprised', 'grateful']",excited,2.0
hit:7021_conv:14042,jealous,"['excited', 'proud', 'hopeful']",excited,
hit:8380_conv:16761,disgusted,"['disgusted', ' annoyed', ' anxious']",disgusted,1.0
hit:1921_conv:3842,sad,"['sad', 'grateful', 'nostalgic']",sad,1.0
hit:4039_conv:8078,guilty,"['guilty', 'sad', 'anxious']",guilty,1.0
hit:5585_conv:11171,anxious,"['worried', 'hopeful', 'grateful']",worried,
hit:5722_conv:11444,embarrassed,"['sad', 'embarrassed', 'anxious']",sad,2.0
hit:7578_conv:15157,angry,"['angry', 'disappointed', 'sad']",angry,1.0
hit:8380_conv:16761,disgusted,"['excited', ' joyful', ' proud']",excited,
hit:2922_conv:5845,nostalgic,"['nostalgic', 'embarrassed', 'hopeful']",nostalgic,1.0
hit:4466_conv:8932,apprehensive,"['excited', ' hopeful', ' relieved']",excited,
hit:449_conv:898,annoyed,"['angry', 'sad', 'annoyed']",angry,3.0
hit:7578_conv:15157,angry,"['sad', 'annoyed', 'helpless']",sad,
hit:9805_conv:19611,disgusted,"['disgusted', 'angry', 'annoyed']",disgusted,1.0
hit:11090_conv:22180,sentimental,"['nostalgic', ' grateful', ' sad']",nostalgic,
hit:11547_conv:23095,confident,"['excited', ' proud', ' hopeful']",excited,
hit:1360_conv:2720,angry,"['frustrated', 'disappointed', 'sad']",frustrated,
hit:4466_conv:8932,apprehensive,"['hopeful', ' content', ' relieved']",hopeful,
hit:8567_conv:17134,content,"['proud', 'happy', 'content']",proud,3.0
hit:11875_conv:23750,terrified,"['terrified', ' afraid', ' hopeful']",terrified,1.0
hit:11928_conv:23857,ashamed,"['disgusted', ' angry', ' ashamed']",disgusted,3.0
hit:11939_conv:23879,caring,"['ashamed', ' sad', ' guilty']",ashamed,
hit:8567_conv:17134,content,"['proud', ' grateful', ' joyful']",proud,
hit:2370_conv:4741,impressed,"['proud', ' hopeful', ' impressed']",proud,3.0
hit:3475_conv:6950,grateful,"['excited', ' proud', ' hopeful']",excited,
hit:7344_conv:14688,disappointed,"['sad', ' disappointed', ' amused']",sad,2.0
hit:7347_conv:14695,afraid,"['afraid', 'anxious', 'surprised']",afraid,1.0
hit:7557_conv:15115,excited,"['excited', ' hopeful', ' anticipating']",excited,1.0
hit:11954_conv:23908,prepared,"['proud', ' excited', ' surprised']",proud,
