conv_id,Original_Labels,Top_3_Emotion_Pred,1st_Emotion_Pred,2nd_Emotion_Pred,3rd_Emotion_Pred,Pred_Emo_Position
hit:11764_conv:23528,sentimental,"['nostalgic', ' happy', ' grateful']",nostalgic,happy,grateful,
hit:7321_conv:14642,afraid,"['afraid', 'anxious', 'nervous']",afraid,anxious,nervous,1.0
hit:8638_conv:17277,ashamed,"['ashamed', 'sad', 'g uilty']",ashamed,sad,g uilty,1.0
hit:8930_conv:17861,surprised,"['excited', ' grateful', ' secretive']",excited,grateful,secretive,
hit:4484_conv:8969,nostalgic,"['nostalgic', 'yearning', 'sentimental']",nostalgic,yearning,sentimental,1.0
hit:7474_conv:14949,faithful,"['grateful', ' loyal', ' hopeful']",grateful,loyal,hopeful,
hit:3591_conv:7183,terrified,"['anxious', ' relieved', ' grateful']",anxious,relieved,grateful,
hit:6416_conv:12833,proud,"['excited', 'hopeful', 'encouraged']",excited,hopeful,encouraged,
hit:8737_conv:17475,afraid,"['worried', 'sad', 'hopeful']",worried,sad,hopeful,
hit:10705_conv:21411,devastated,"['devastated', ' grateful', ' relieved']",devastated,grateful,relieved,1.0
hit:753_conv:1507,disappointed,"['disappointed', 'annoyed', 'unconcerned']",disappointed,annoyed,unconcerned,1.0
hit:8412_conv:16825,jealous,"['jealous', ' afraid', ' envious']",jealous,afraid,envious,1.0
hit:8605_conv:17211,devastated,"['sad', 'annoyed', 'concerned']",sad,annoyed,concerned,
hit:1169_conv:2339,apprehensive,"['anxious', 'nervous', 'relieved']",anxious,nervous,relieved,
hit:3102_conv:6205,joyful,"['relieved', 'hopeful', 'content']",relieved,hopeful,content,
hit:3137_conv:6275,sad,"['sad', 'disappointed', 'concerned']",sad,disappointed,concerned,1.0
hit:7841_conv:15683,anxious,"['anxious', 'stressed', 'hopeful']",anxious,stressed,hopeful,1.0
hit:2194_conv:4389,caring,"['sad', 'compassionate', 'proud']",sad,compassionate,proud,
hit:4925_conv:9851,content,"['content', 'happy', 'content']",content,happy,content,1.0
hit:52_conv:105,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:7241_conv:14482,joyful,"['happy', 'content', 'grateful']",happy,content,grateful,
hit:5676_conv:11352,disappointed,"['disappointed', ' annoyed', ' relieved']",disappointed,annoyed,relieved,1.0
hit:7166_conv:14333,impressed,"['excited', ' grateful', ' happy']",excited,grateful,happy,
hit:7379_conv:14759,surprised,"['frustrated', 'sad', 'disappointed']",frustrated,sad,disappointed,
hit:7815_conv:15631,devastated,"['devastated', 'hopeless', 'hopeful']",devastated,hopeless,hopeful,1.0
hit:12279_conv:24558,sentimental,"['sentimental', ' reluctant', ' nostalgic']",sentimental,reluctant,nostalgic,1.0
hit:11806_conv:23613,furious,"['annoyed', 'frustrated', 'amused']",annoyed,frustrated,amused,
hit:2065_conv:4130,sad,"['grateful', ' relieved', ' caring']",grateful,relieved,caring,
hit:9725_conv:19450,surprised,"['surprised', ' impressed', ' curious']",surprised,impressed,curious,1.0
hit:3769_conv:7539,jealous,"['angry', 'frustrated', 'surprised']",angry,frustrated,surprised,
hit:7265_conv:14531,annoyed,"['annoyed', ' angry', ' frustrated']",annoyed,angry,frustrated,1.0
hit:7318_conv:14637,content,"['content', 'hopeful', 'relaxed']",content,hopeful,relaxed,1.0
hit:6232_conv:12464,annoyed,"['annoyed', 'frustrated', 'angry']",annoyed,frustrated,angry,1.0
hit:8716_conv:17433,terrified,"['terrified', ' afraid', ' relieved']",terrified,afraid,relieved,1.0
hit:1440_conv:2880,ashamed,"['sad', ' surprised', ' curious']",sad,surprised,curious,
hit:4559_conv:9118,joyful,"['happy', 'joyful', 'content']",happy,joyful,content,2.0
hit:5076_conv:10153,prepared,"['proud', ' confident', ' relieved']",proud,confident,relieved,
hit:7164_conv:14328,sentimental,"['excited', 'happy', 'surprised']",excited,happy,surprised,
hit:10563_conv:21126,ashamed,"['surprised', 'embarrassed', 'amazed']",surprised,embarrassed,amazed,
hit:12230_conv:24460,anxious,"['anxious', ' scared', ' relieved']",anxious,scared,relieved,1.0
hit:3316_conv:6633,content,"['happy', 'relaxed', 'content']",happy,relaxed,content,3.0
hit:961_conv:1923,prepared,"['relieved', 'content', 'hopeful']",relieved,content,hopeful,
hit:2121_conv:4242,sad,"['sad', 'disappointed', 'concerned']",sad,disappointed,concerned,1.0
hit:5426_conv:10852,anxious,"['anxious', ' anticipating', ' curious']",anxious,anticipating,curious,1.0
hit:9619_conv:19239,annoyed,"['happy', 'loving', 'excited']",happy,loving,excited,
hit:11279_conv:22559,prepared,"['anxious', 'stressed', 'prepared']",anxious,stressed,prepared,3.0
hit:1381_conv:2763,excited,"['excited', 'hopeful', 'happy']",excited,hopeful,happy,1.0
hit:1955_conv:3910,content,"['content', ' hopeful', ' relaxed']",content,hopeful,relaxed,1.0
hit:301_conv:602,faithful,"['happy', 'faithful', 'joyful']",happy,faithful,joyful,2.0
hit:4840_conv:9681,annoyed,"['aggravated', 'anxious', 'hopeful']",aggravated,anxious,hopeful,
hit:7207_conv:14415,impressed,"['impressed', 'happy', 'jealous']",impressed,happy,jealous,1.0
hit:2938_conv:5877,terrified,"['anxious', 'worried', 'hopeful']",anxious,worried,hopeful,
hit:6887_conv:13775,anxious,"['sad', 'anxious', 'frustrated']",sad,anxious,frustrated,2.0
hit:3239_conv:6479,excited,"['grateful', ' relieved', ' hopeful']",grateful,relieved,hopeful,
hit:61_conv:123,ashamed,"['anxious', 'guilty', 'relieved']",anxious,guilty,relieved,
hit:5572_conv:11145,jealous,"['jealous', ' hopeful', ' curious']",jealous,hopeful,curious,1.0
hit:7429_conv:14858,content,"['content', ' relieved', ' grateful']",content,relieved,grateful,1.0
hit:11912_conv:23825,devastated,"['disappointed', ' overwhelmed', ' unsure']",disappointed,overwhelmed,unsure,
hit:3943_conv:7887,sentimental,"['sentimental', ' proud', ' overwhelmed']",sentimental,proud,overwhelmed,1.0
hit:4387_conv:8775,grateful,"['grateful', ' hopeful', ' interested']",grateful,hopeful,interested,1.0
hit:5510_conv:11021,annoyed,"['annoyed', 'lonely', 'frustrated']",annoyed,lonely,frustrated,1.0
hit:7309_conv:14619,caring,"['proud', 'sympathetic', 'grateful']",proud,sympathetic,grateful,
hit:7565_conv:15130,impressed,"['excited', ' happy', ' glad']",excited,happy,glad,
hit:8106_conv:16212,disappointed,"['frustrated', 'sad', 'annoyed']",frustrated,sad,annoyed,
hit:11407_conv:22814,confident,"['excited', 'happy', 'content']",excited,happy,content,
hit:4620_conv:9241,angry,"['angry', ' disappointed', ' frustrated']",angry,disappointed,frustrated,1.0
hit:11226_conv:22453,trusting,"['disappointed', ' worried', ' concerned']",disappointed,worried,concerned,
hit:1464_conv:2929,grateful,"['frustrated', 'surprised', 'annoyed']",frustrated,surprised,annoyed,
hit:4050_conv:8101,furious,"['angry', 'sad', 'frustrated']",angry,sad,frustrated,
hit:4709_conv:9419,annoyed,"['annoyed', 'frustrated', 'irritated']",annoyed,frustrated,irritated,1.0
hit:2638_conv:5276,grateful,"['grateful', ' relieved', ' anxious']",grateful,relieved,anxious,1.0
hit:3643_conv:7287,angry,"['frustrated', ' disappointed', ' hopeful']",frustrated,disappointed,hopeful,
hit:2944_conv:5889,terrified,"['afraid', 'grateful', 'relieved']",afraid,grateful,relieved,
hit:7149_conv:14299,furious,"['angry', 'disappointed', 'betrayed']",angry,disappointed,betrayed,
hit:7172_conv:14345,sentimental,"['sentimental', ' nostalgic', ' reluctant']",sentimental,nostalgic,reluctant,1.0
hit:9321_conv:18642,anxious,"['anxious', 'worried', 'hopeful']",anxious,worried,hopeful,1.0
hit:5965_conv:11931,terrified,"['nostalgic', ' hopeful', ' concerned']",nostalgic,hopeful,concerned,
hit:3989_conv:7979,devastated,"['devastated', 'sad', 'sympathetic']",devastated,sad,sympathetic,1.0
hit:4090_conv:8181,embarrassed,"['embarrassed', 'relieved', 'amused']",embarrassed,relieved,amused,1.0
hit:2062_conv:4125,impressed,"['proud', 'impressed', 'happy']",proud,impressed,happy,2.0
hit:591_conv:1182,caring,"['devastated', ' disappointed', ' betrayed']",devastated,disappointed,betrayed,
hit:8923_conv:17846,guilty,"['guilty', 'embarrassed', 'amused']",guilty,embarrassed,amused,1.0
hit:91_conv:182,excited,"['disappointed', ' surprised', ' skeptical']",disappointed,surprised,skeptical,
hit:10995_conv:21990,embarrassed,"['sad', 'embarrassed', 'painful']",sad,embarrassed,painful,2.0
hit:4774_conv:9548,guilty,"['embarrassed', ' relieved', ' ashamed']",embarrassed,relieved,ashamed,
hit:9342_conv:18685,terrified,"['afraid', 'worried', 'relieved']",afraid,worried,relieved,
hit:6222_conv:12444,proud,"['proud', 'happy', 'grateful']",proud,happy,grateful,1.0
hit:10865_conv:21730,prepared,"['relieved', ' anxious', ' grateful']",relieved,anxious,grateful,
hit:9482_conv:18965,apprehensive,"['anxious', 'fearful', 'excited']",anxious,fearful,excited,
hit:277_conv:555,angry,"['sad', 'surprised', 'concerned']",sad,surprised,concerned,
hit:6192_conv:12384,afraid,"['worried', ' hopeful', ' anxious']",worried,hopeful,anxious,
hit:10277_conv:20555,embarrassed,"['embarrassed', 'comforting', 'content']",embarrassed,comforting,content,1.0
hit:10233_conv:20466,trusting,"['grateful', ' relieved', ' concerned']",grateful,relieved,concerned,
hit:5458_conv:10917,ashamed,"['ashamed', ' embarrassed', ' worried']",ashamed,embarrassed,worried,1.0
hit:1734_conv:3468,nostalgic,"['nostalgic', ' excited', ' happy']",nostalgic,excited,happy,1.0
hit:4052_conv:8104,proud,"['proud', 'happy', 'excited']",proud,happy,excited,1.0
hit:6207_conv:12414,proud,"['proud', ' relieved', ' hopeful']",proud,relieved,hopeful,1.0
hit:1660_conv:3321,confident,"['happy', 'sad', 'disappointed']",happy,sad,disappointed,
hit:11608_conv:23217,disgusted,"['disgusted', 'sad', 'sympathetic']",disgusted,sad,sympathetic,1.0
hit:6304_conv:12609,furious,"['frustrated', 'annoyed', 'hopeful']",frustrated,annoyed,hopeful,
hit:7731_conv:15462,disgusted,"['disgusted', 'relieved', 'embarrassed']",disgusted,relieved,embarrassed,1.0
hit:9016_conv:18033,furious,"['surprised', 'annoyed', 'frustrated']",surprised,annoyed,frustrated,
hit:5926_conv:11853,afraid,"['worried', 'afraid', 'nervous']",worried,afraid,nervous,2.0
hit:764_conv:1529,confident,"['proud', ' amused', ' annoyed']",proud,amused,annoyed,
hit:4933_conv:9867,surprised,"['excited', 'happy', 'surprised']",excited,happy,surprised,3.0
hit:4963_conv:9926,trusting,"['surprised', ' skeptical', ' embarrassed']",surprised,skeptical,embarrassed,
hit:5153_conv:10306,sad,"['sad', 'compassionate', 'empathetic']",sad,compassionate,empathetic,1.0
hit:8382_conv:16765,impressed,"['happy', ' proud', ' prepared']",happy,proud,prepared,
hit:650_conv:1301,prepared,"['surprised', 'amused', 'disgusted']",surprised,amused,disgusted,
hit:8259_conv:16519,joyful,"['excited', 'happy', 'annoyed']",excited,happy,annoyed,
hit:9068_conv:18136,embarrassed,"['embarrassed', ' surprised', ' relieved']",embarrassed,surprised,relieved,1.0
hit:3221_conv:6442,joyful,"['happy', 'excited', 'content']",happy,excited,content,
hit:5018_conv:10037,furious,"['angry', 'frustrated', 'surprised']",angry,frustrated,surprised,
hit:5663_conv:11326,nostalgic,"['nostalgic', 'happy', 'content']",nostalgic,happy,content,1.0
hit:7826_conv:15652,caring,"['happy', ' grateful', ' proud']",happy,grateful,proud,
hit:5377_conv:10755,anxious,"['anxious', ' hopeful', ' nervous']",anxious,hopeful,nervous,1.0
hit:2864_conv:5728,angry,"['angry', 'upset', 'frustrated']",angry,upset,frustrated,1.0
hit:474_conv:949,anxious,"['anxious', 'scared', 'hopeful']",anxious,scared,hopeful,1.0
hit:5260_conv:10521,content,"['content', 'hopeful', 'relieved']",content,hopeful,relieved,1.0
hit:1652_conv:3305,embarrassed,"['embarrassed', ' disgusted', ' amused']",embarrassed,disgusted,amused,1.0
hit:8387_conv:16775,surprised,"['surprised', 'anxious', 'relieved']",surprised,anxious,relieved,1.0
hit:2339_conv:4678,surprised,"['grateful', ' surprised', ' happy']",grateful,surprised,happy,2.0
hit:1365_conv:2730,sentimental,"['sentimental', ' loving', ' proud']",sentimental,loving,proud,1.0
hit:5746_conv:11492,surprised,"['surprised', ' excited', ' curious']",surprised,excited,curious,1.0
hit:11893_conv:23786,afraid,"['scared', 'anxious', 'proud']",scared,anxious,proud,
hit:421_conv:842,guilty,"['amused', ' surprised', ' understanding']",amused,surprised,understanding,
hit:7104_conv:14208,content,"['happy', ' content', ' grateful']",happy,content,grateful,2.0
hit:8383_conv:16766,disappointed,"['angry', ' disappointed', ' frustrated']",angry,disappointed,frustrated,2.0
hit:2991_conv:5983,hopeful,"['hopeful', 'optimistic', 'content']",hopeful,optimistic,content,1.0
hit:3273_conv:6546,impressed,"['impressed', 'amazed', 'grateful']",impressed,amazed,grateful,1.0
hit:9073_conv:18146,confident,"['proud', ' amused', ' confident']",proud,amused,confident,3.0
hit:11567_conv:23134,ashamed,"['ashamed', 'relieved', 'caring']",ashamed,relieved,caring,1.0
hit:1498_conv:2997,disappointed,"['disappointed', 'sad', 'encouraging']",disappointed,sad,encouraging,1.0
hit:5319_conv:10638,caring,"['anxious', 'hopeful', 'concerned']",anxious,hopeful,concerned,
hit:7951_conv:15902,grateful,"['grateful', ' relieved', ' supported']",grateful,relieved,supported,1.0
hit:8097_conv:16194,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:8703_conv:17406,content,"['proud', 'satisfied', 'confident']",proud,satisfied,confident,
hit:5526_conv:11052,annoyed,"['frustrated', 'annoyed', 'sad']",frustrated,annoyed,sad,2.0
hit:11546_conv:23093,devastated,"['devastated', 'sick', 'anxious']",devastated,sick,anxious,1.0
hit:5247_conv:10495,terrified,"['afraid', 'surprised', 'confused']",afraid,surprised,confused,
hit:3039_conv:6078,faithful,"['worried', 'sad', 'compassionate']",worried,sad,compassionate,
hit:6164_conv:12328,confident,"['confident', 'hopeful', 'encouraged']",confident,hopeful,encouraged,1.0
hit:6697_conv:13395,terrified,"['worried', 'embarrassed', 'hopeful']",worried,embarrassed,hopeful,
hit:2135_conv:4271,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:4374_conv:8748,trusting,"['excited', 'safe', 'hopeful']",excited,safe,hopeful,
hit:4396_conv:8793,sad,"['sad', 'devastated', 'understanding']",sad,devastated,understanding,1.0
hit:4414_conv:8829,content,"['excited', 'happy', 'content']",excited,happy,content,3.0
hit:3151_conv:6302,disappointed,"['disappointed', 'sad', 'relieved']",disappointed,sad,relieved,1.0
hit:3203_conv:6407,terrified,"['afraid', 'creepy', 'surprised']",afraid,creepy,surprised,
hit:5394_conv:10788,joyful,"['excited', 'happy', 'content']",excited,happy,content,
hit:7301_conv:14602,ashamed,"['guilty', 'sad', 'regretful']",guilty,sad,regretful,
hit:4128_conv:8256,caring,"['grateful', 'proud', 'happy']",grateful,proud,happy,
hit:1554_conv:3109,disappointed,"['proud', ' grateful', ' guilty\n\nListener:\nI understand']",proud,grateful,guilty\n\nlistener:\ni understand,
hit:5763_conv:11527,disappointed,"['disappointed', ' frustrated', ' surprised']",disappointed,frustrated,surprised,1.0
hit:2180_conv:4360,angry,"['angry', ' annoyed', ' frustrated']",angry,annoyed,frustrated,1.0
hit:2645_conv:5291,caring,"['protective', ' caring', ' nervous']",protective,caring,nervous,2.0
hit:4347_conv:8695,disgusted,"['surprised', ' disgusted', ' concerned']",surprised,disgusted,concerned,2.0
hit:7292_conv:14584,annoyed,"['relieved', ' proud', ' exhausted']",relieved,proud,exhausted,
hit:2866_conv:5733,lonely,"['lonely', 'bored', 'sad']",lonely,bored,sad,1.0
hit:8609_conv:17218,furious,"['angry', 'annoyed', 'amused']",angry,annoyed,amused,
hit:4715_conv:9430,content,"['worried', 'sad', 'grateful']",worried,sad,grateful,
hit:7168_conv:14337,ashamed,"['ashamed', 'guilty', 'relieved']",ashamed,guilty,relieved,1.0
hit:30_conv:61,anxious,"['frustrated', 'sad', 'disappointed']",frustrated,sad,disappointed,
hit:5876_conv:11752,disgusted,"['disgusted', 'repulsed', 'surprised']",disgusted,repulsed,surprised,1.0
hit:1698_conv:3396,caring,"['happy', 'loving', 'content']",happy,loving,content,
hit:1906_conv:3812,jealous,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:6121_conv:12243,terrified,"['afraid', 'anxious', 'worried']",afraid,anxious,worried,
hit:11877_conv:23755,jealous,"['angry', 'envious', 'relieved']",angry,envious,relieved,
hit:7511_conv:15022,angry,"['annoyed', 'frustrated', 'surprised']",annoyed,frustrated,surprised,
hit:8240_conv:16481,terrified,"['terrified', 'anxious', 'relieved']",terrified,anxious,relieved,1.0
hit:410_conv:820,surprised,"['excited', 'happy', 'surprised']",excited,happy,surprised,3.0
hit:8432_conv:16865,annoyed,"['annoyed', ' disgusted', ' relieved']",annoyed,disgusted,relieved,1.0
hit:6676_conv:13352,impressed,"['proud', 'hopeful', 'happy']",proud,hopeful,happy,
hit:2949_conv:5898,disgusted,"['disgusted', ' surprised', ' confused']",disgusted,surprised,confused,1.0
hit:3584_conv:7168,jealous,"['disappointed', ' frustrated', ' envious']",disappointed,frustrated,envious,
hit:5355_conv:10710,surprised,"['excited', 'hopeful', 'curious']",excited,hopeful,curious,
hit:5784_conv:11569,grateful,"['grateful', ' happy', ' content']",grateful,happy,content,1.0
hit:11826_conv:23652,excited,"['excited', 'hopeful', 'happy']",excited,hopeful,happy,1.0
hit:3942_conv:7885,guilty,"['proud', 'amused', 'content']",proud,amused,content,
hit:11299_conv:22598,content,"['hopeful', ' content', ' relieved']",hopeful,content,relieved,2.0
hit:1518_conv:3037,proud,"['hopeful', ' proud', ' patient']",hopeful,proud,patient,2.0
hit:3821_conv:7642,joyful,"['proud', 'happy', 'content']",proud,happy,content,
hit:6989_conv:13978,disappointed,"['disappointed', 'hopeful', 'encouraged']",disappointed,hopeful,encouraged,1.0
hit:3252_conv:6504,afraid,"['worried', 'stressed', 'anxious']",worried,stressed,anxious,
hit:9187_conv:18375,hopeful,"['excited', ' embarrassed', ' amused']",excited,embarrassed,amused,
hit:2631_conv:5263,devastated,"['anxious', ' worried', ' frustrated']",anxious,worried,frustrated,
hit:3585_conv:7170,embarrassed,"['embarrassed', ' relieved', ' anxious']",embarrassed,relieved,anxious,1.0
hit:1483_conv:2966,trusting,"['devastated', ' betrayed', ' trusting']",devastated,betrayed,trusting,3.0
hit:2144_conv:4288,surprised,"['surprised', 'relieved', 'curious']",surprised,relieved,curious,1.0
hit:3441_conv:6882,embarrassed,"['embarrassed', ' confused', ' anxious']",embarrassed,confused,anxious,1.0
hit:3439_conv:6878,angry,"['angry', ' worried', ' hopeful']",angry,worried,hopeful,1.0
hit:5463_conv:10926,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:9258_conv:18516,disgusted,"['disgusted', ' horrified', ' grossed out']",disgusted,horrified,grossed out,1.0
hit:2206_conv:4413,furious,"['angry', ' betrayed', ' disappointed']",angry,betrayed,disappointed,
hit:3296_conv:6592,embarrassed,"['embarrassed', 'anxious', 'insecure']",embarrassed,anxious,insecure,1.0
hit:3_conv:7,joyful,"['proud', 'happy', 'impressed']",proud,happy,impressed,
hit:11519_conv:23039,disgusted,"['disgusted', 'afraid', 'worried']",disgusted,afraid,worried,1.0
hit:1476_conv:2952,joyful,"['happy', 'excited', 'content']",happy,excited,content,
hit:3562_conv:7125,content,"['content', 'relaxed', 'hopeful']",content,relaxed,hopeful,1.0
hit:4367_conv:8734,sad,"['sad', ' hopeful', ' frustrated']",sad,hopeful,frustrated,1.0
hit:7380_conv:14760,anxious,"['excited', 'hopeful', 'curious']",excited,hopeful,curious,
hit:9645_conv:19290,sad,"['sad', 'devastated', 'sympathetic']",sad,devastated,sympathetic,1.0
hit:11776_conv:23553,anxious,"['anxious', 'disgusted', 'relieved']",anxious,disgusted,relieved,1.0
hit:4066_conv:8133,excited,"['excited', 'hopeful', 'happy']",excited,hopeful,happy,1.0
hit:9623_conv:19246,confident,"['excited', 'hopeful', 'happy']",excited,hopeful,happy,
hit:12234_conv:24469,ashamed,"['ashamed', ' furious', ' shocked']",ashamed,furious,shocked,1.0
hit:2394_conv:4788,guilty,"['disappointed', 'embarrassed', 'relieved']",disappointed,embarrassed,relieved,
hit:9211_conv:18423,furious,"['angry', 'disgusted', 'concerned']",angry,disgusted,concerned,
hit:1207_conv:2415,joyful,"['happy', ' relieved', ' annoyed']",happy,relieved,annoyed,
hit:2408_conv:4817,angry,"['betrayed', 'sad', 'annoyed']",betrayed,sad,annoyed,
hit:4770_conv:9541,furious,"['angry', 'sad', 'frustrated']",angry,sad,frustrated,
hit:8644_conv:17289,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:11892_conv:23785,terrified,"['relieved', ' surprised', ' grateful']",relieved,surprised,grateful,
hit:1189_conv:2379,terrified,"['scared', 'sad', 'relieved']",scared,sad,relieved,
hit:173_conv:347,jealous,"['happy', 'sad', 'guilty']",happy,sad,guilty,
hit:1886_conv:3772,prepared,"['grateful', 'relieved', 'content']",grateful,relieved,content,
hit:2117_conv:4235,sentimental,"['sad', ' nostalgic', ' sympathetic']",sad,nostalgic,sympathetic,
hit:3369_conv:6739,angry,"['angry', 'frustrated', 'surprised']",angry,frustrated,surprised,1.0
hit:10788_conv:21576,terrified,"['devastated', ' grateful', ' relieved']",devastated,grateful,relieved,
hit:5826_conv:11652,afraid,"['afraid', 'surprised', 'relieved']",afraid,surprised,relieved,1.0
hit:6823_conv:13646,hopeful,"['excited', 'hopeful', 'curious']",excited,hopeful,curious,2.0
hit:2778_conv:5557,angry,"['disappointed', ' upset', ' frustrated']",disappointed,upset,frustrated,
hit:3318_conv:6636,grateful,"['excited', ' hopeful', ' curious']",excited,hopeful,curious,
hit:4721_conv:9443,embarrassed,"['embarrassed', ' guilty', ' regretful']",embarrassed,guilty,regretful,1.0
hit:8600_conv:17201,afraid,"['anxious', 'hopeful', 'relieved']",anxious,hopeful,relieved,
hit:10534_conv:21069,apprehensive,"['nervous', 'hopeful', 'anxious']",nervous,hopeful,anxious,
hit:10679_conv:21359,prepared,"['anxious', ' grateful', ' relieved']",anxious,grateful,relieved,
hit:4624_conv:9248,caring,"['caring', 'proud', 'supporting']",caring,proud,supporting,1.0
hit:4034_conv:8068,sad,"['devastated', 'sad', 'supportive']",devastated,sad,supportive,2.0
hit:6378_conv:12756,terrified,"['anxious', 'nervous', 'embarrassed']",anxious,nervous,embarrassed,
hit:4511_conv:9023,lonely,"['lonely', ' sad', ' amused']",lonely,sad,amused,1.0
hit:5059_conv:10119,embarrassed,"['embarrassed', ' amused', ' grateful']",embarrassed,amused,grateful,1.0
hit:8157_conv:16315,furious,"['frustrated', 'surprised', 'pity']",frustrated,surprised,pity,
hit:11696_conv:23393,caring,"['joyful', ' loving', ' content']",joyful,loving,content,
hit:1673_conv:3346,terrified,"['afraid', 'anxious', 'worried']",afraid,anxious,worried,
hit:3014_conv:6029,sad,"['betrayed', ' sad', ' disappointed']",betrayed,sad,disappointed,2.0
hit:10553_conv:21106,anxious,"['anxious', 'afraid', 'relieved']",anxious,afraid,relieved,1.0
hit:4530_conv:9060,angry,"['angry', 'competitive', 'proud']",angry,competitive,proud,1.0
hit:26_conv:52,afraid,"['afraid', 'nostalgic', 'curious']",afraid,nostalgic,curious,1.0
hit:5131_conv:10263,afraid,"['terrified', 'annoyed', 'relieved']",terrified,annoyed,relieved,
hit:2837_conv:5675,disappointed,"['angry', 'disgusted', 'frustrated']",angry,disgusted,frustrated,
hit:8277_conv:16555,disappointed,"['hopeful', ' proud', ' admiring']",hopeful,proud,admiring,
hit:28_conv:56,disgusted,"['annoyed', 'frustrated', 'hopeful']",annoyed,frustrated,hopeful,
hit:8261_conv:16523,disgusted,"['embarrassed', ' amused', ' hopeful']",embarrassed,amused,hopeful,
hit:1063_conv:2127,joyful,"['excited', 'happy', 'grateful']",excited,happy,grateful,
hit:1338_conv:2676,impressed,"['excited', 'proud', 'disinterested']",excited,proud,disinterested,
hit:333_conv:667,grateful,"['grateful', 'happy', 'hopeful']",grateful,happy,hopeful,1.0
hit:4535_conv:9071,proud,"['excited', 'happy', 'proud']",excited,happy,proud,3.0
hit:4548_conv:9096,afraid,"['anxious', ' fearful', ' excited']",anxious,fearful,excited,
hit:7329_conv:14658,excited,"['excited', 'happy', 'proud']",excited,happy,proud,1.0
hit:4262_conv:8525,disgusted,"['worried', 'disgusted', 'anxious']",worried,disgusted,anxious,2.0
hit:6186_conv:12373,joyful,"['happy', 'grateful', 'hopeful']",happy,grateful,hopeful,
hit:10218_conv:20437,content,"['happy', 'excited', 'content']",happy,excited,content,3.0
hit:5276_conv:10553,annoyed,"['annoyed', 'angry', 'amused']",annoyed,angry,amused,1.0
hit:9900_conv:19800,faithful,"['anxious', ' relieved', ' embarrassed']",anxious,relieved,embarrassed,
hit:11063_conv:22126,grateful,"['grateful', ' happy', ' relieved']",grateful,happy,relieved,1.0
hit:12252_conv:24504,content,"['grateful', ' hopeful', ' envious']",grateful,hopeful,envious,
hit:2074_conv:4149,faithful,"['worried', 'sad', 'guilty']",worried,sad,guilty,
hit:6052_conv:12105,surprised,"['nostalgic', ' happy', ' grateful']",nostalgic,happy,grateful,
hit:1880_conv:3760,joyful,"['happy', 'grateful', 'content']",happy,grateful,content,
hit:3967_conv:7934,joyful,"['happy', 'content', 'grateful']",happy,content,grateful,
hit:5877_conv:11754,angry,"['angry', 'frustrated', 'anxious']",angry,frustrated,anxious,1.0
hit:11825_conv:23650,embarrassed,"['embarrassed', ' ashamed', ' sorry']",embarrassed,ashamed,sorry,1.0
hit:149_conv:298,afraid,"['afraid', 'nervous', 'surprised']",afraid,nervous,surprised,1.0
hit:6977_conv:13954,sentimental,"['curious', ' hopeful', ' interested']",curious,hopeful,interested,
hit:5576_conv:11153,faithful,"['relieved', 'sad', 'grateful']",relieved,sad,grateful,
hit:2033_conv:4067,disappointed,"['disappointed', ' frustrated', ' annoyed']",disappointed,frustrated,annoyed,1.0
hit:2381_conv:4763,impressed,"['grateful', 'happy', 'content']",grateful,happy,content,
hit:6877_conv:13755,terrified,"['nervous', 'stressed', 'encouraging']",nervous,stressed,encouraging,
hit:7574_conv:15149,afraid,"['afraid', 'relieved', 'anxious']",afraid,relieved,anxious,1.0
hit:8983_conv:17967,apprehensive,"['anxious', 'worried', 'fearful']",anxious,worried,fearful,
hit:2254_conv:4508,grateful,"['grateful', 'happy', 'proud']",grateful,happy,proud,1.0
hit:4354_conv:8709,grateful,"['happy', 'grateful', 'anxious']",happy,grateful,anxious,2.0
hit:4946_conv:9892,apprehensive,"['anxious', ' relieved', ' grateful']",anxious,relieved,grateful,
hit:10928_conv:21857,disappointed,"['annoyed', ' frustrated', ' disappointed']",annoyed,frustrated,disappointed,3.0
hit:11889_conv:23779,embarrassed,"['embarrassed', ' anxious', ' awkward']",embarrassed,anxious,awkward,1.0
hit:5163_conv:10326,annoyed,"['embarrassed', ' surprised', ' amused']",embarrassed,surprised,amused,
hit:8344_conv:16689,confident,"['excited', 'hopeful', 'curious']",excited,hopeful,curious,
hit:11880_conv:23760,anxious,"['anxious', ' relieved', ' worried']",anxious,relieved,worried,1.0
hit:6046_conv:12093,grateful,"['grateful', 'appreciating', 'hopeful']",grateful,appreciating,hopeful,1.0
hit:9146_conv:18292,grateful,"['grateful', ' touched', ' hopeful']",grateful,touched,hopeful,1.0
hit:994_conv:1989,nostalgic,"['nostalgic', 'happy', 'sad']",nostalgic,happy,sad,1.0
