conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:2072_conv:4144,proud,"['proud', 'happy', 'nostalgic']",proud,1.0
hit:2534_conv:5069,joyful,"['excited', ' grateful', ' hopeful']",excited,
hit:4624_conv:9249,anticipating,"['excited', ' joyful', ' hopeful']",excited,
hit:5013_conv:10026,excited,"['excited', ' happy', ' nostalgic']",excited,1.0
hit:5165_conv:10330,hopeful,"['excited', 'hopeful', 'content']",excited,2.0
hit:8706_conv:17412,sad,"['devastated', ' sad', ' hopeful']",devastated,2.0
hit:1933_conv:3867,impressed,"['proud', 'excited', 'hopeful']",proud,
hit:2801_conv:5602,caring,"['content', 'lonely', 'sad']",content,
hit:3970_conv:7941,impressed,"['impressed', 'excited', 'proud']",impressed,1.0
hit:4578_conv:9156,disappointed,"['disappointed', 'hopeful', 'confident']",disappointed,1.0
hit:4752_conv:9505,angry,"['angry', 'sad', 'hopeful']",angry,1.0
hit:5919_conv:11839,impressed,"['excited', 'proud', 'grateful']",excited,
hit:8834_conv:17668,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:9904_conv:19809,confident,"['hopeful', 'confident', 'excited']",hopeful,2.0
hit:2186_conv:4372,surprised,"['surprised', 'excited', 'grateful']",surprised,1.0
hit:3970_conv:7941,impressed,"['confused', 'excited', 'amazed']",confused,
hit:6356_conv:12712,grateful,"['proud', 'excited', 'hopeful']",proud,
hit:6706_conv:13412,terrified,"['afraid', 'anxious', 'surprised']",afraid,
hit:6876_conv:13753,jealous,"['jealous', 'excited', 'hopeful']",jealous,1.0
hit:9349_conv:18698,embarrassed,"['embarrassed', 'annoyed', 'surprised']",embarrassed,1.0
hit:9475_conv:18950,devastated,"['sad', ' caring', ' hopeful']",sad,
hit:9586_conv:19172,ashamed,"['guilty', 'sad', 'disappointed']",guilty,
hit:10061_conv:20123,apprehensive,"['anxious', 'confident', 'trustingspeaker']",anxious,
hit:12190_conv:24381,surprised,"['nostalgic', ' excited', ' grateful']",nostalgic,
hit:1268_conv:2537,proud,"['proud', 'hopeful', 'excited']",proud,1.0
hit:3891_conv:7782,trusting,"['excited', 'hopeful', 'anxious']",excited,
hit:4122_conv:8244,disappointed,"['sad', 'disappointed', 'angry']",sad,2.0
hit:4565_conv:9131,impressed,"['happy', ' grateful', ' content']",happy,
hit:6706_conv:13412,terrified,"['surprised', ' disgusted', ' relieved']",surprised,
hit:7722_conv:15445,anticipating,"['proud', 'hopeful', 'relieved']",proud,
hit:10879_conv:21759,disappointed,"['disappointed', 'annoyed', 'grateful']",disappointed,1.0
hit:3042_conv:6084,excited,"['grateful', 'excited', 'hopeful']",grateful,2.0
hit:6822_conv:13644,anxious,"['excited', ' hopeful', ' nostalgic']",excited,
hit:6965_conv:13930,angry,"['surprised', 'annoyed', 'hopeful']",surprised,
hit:7024_conv:14048,caring,"['sad', 'lonely', 'surprised']",sad,
hit:7239_conv:14479,angry,"['angry', ' furious', ' amused']",angry,1.0
hit:10350_conv:20700,disgusted,"['disgusted', ' disgusted', ' nauseated']",disgusted,1.0
hit:1301_conv:2602,hopeful,"['hopeful', ' anxious', ' anticipating']",hopeful,1.0
hit:1826_conv:3653,afraid,"['afraid', 'curious', 'hopeful']",afraid,1.0
hit:60_conv:121,proud,"['grateful', 'proud', 'surprised']",grateful,2.0
hit:7024_conv:14048,caring,"['hopeful', ' grateful', ' caring']",hopeful,3.0
hit:7538_conv:15076,sentimental,"['nostalgic', 'sad', 'lonely']",nostalgic,
hit:8309_conv:16619,disappointed,"['excited', 'disappointed', 'curious']",excited,2.0
hit:8593_conv:17186,joyful,"['excited', 'hopeful', 'surprised']",excited,
hit:10154_conv:20309,faithful,"['hopeful', 'inquiring', 'curious']",hopeful,
hit:11055_conv:22110,sentimental,"['nostalgic', 'hopeful', 'content']",nostalgic,
hit:12057_conv:24114,nostalgic,"['nostalgic', 'content', 'annoyed']",nostalgic,1.0
hit:1301_conv:2602,hopeful,"['hopeful', 'confident', 'anticipating']",hopeful,1.0
hit:1925_conv:3850,caring,"['grateful', 'proud', 'content']",grateful,
hit:3461_conv:6923,excited,"['upset', 'concerned', 'supportive']",upset,
hit:5818_conv:11637,guilty,"['guilty', 'anxious', 'concerned']",guilty,1.0
hit:8402_conv:16805,nostalgic,"['nostalgic', 'hopeful', 'surprised']",nostalgic,1.0
hit:10154_conv:20309,faithful,"['hopeful', ' anticipating', ' anxious']",hopeful,
hit:2443_conv:4886,excited,"['excited', 'hopeful', 'nostalgic']",excited,1.0
hit:2876_conv:5752,jealous,"['jealous', 'sad', 'hopeful']",jealous,1.0
hit:323_conv:646,sad,"['devastated', ' sad', ' caring']",devastated,2.0
hit:4960_conv:9920,excited,"['excited', 'curious', 'hopeful']",excited,1.0
hit:8202_conv:16404,ashamed,"['ashamed', 'sad', 'hopeful']",ashamed,1.0
hit:8980_conv:17961,proud,"['excited', 'hopeful', 'content']",excited,
hit:9790_conv:19580,trusting,"['faithful', 'trusting', 'excited']",faithful,2.0
hit:2677_conv:5355,nostalgic,"['hopeful', 'excited', 'content']",hopeful,
hit:3683_conv:7366,angry,"['annoyed', 'frustrated', 'disappointed']",annoyed,
hit:4191_conv:8382,jealous,"['jealous', 'admiring', 'inferior']",jealous,1.0
hit:48_conv:97,terrified,"['afraid', 'anxious', 'grateful']",afraid,
hit:5614_conv:11229,embarrassed,"['embarrassed', ' guilty', ' anxious']",embarrassed,1.0
hit:8285_conv:16570,angry,"['angry', 'annoyed', 'afraid']",angry,1.0
hit:11397_conv:22795,proud,"['proud', 'excited', 'impressed']",proud,1.0
hit:11900_conv:23800,annoyed,"['frustrated', 'annoyed', 'angry']",frustrated,2.0
hit:11919_conv:23838,embarrassed,"['embarrassed', 'anxious', 'nervous']",embarrassed,1.0
hit:6372_conv:12744,joyful,"['happy', 'relieved', 'content']",happy,
hit:7497_conv:14995,lonely,"['sad', 'lonely', 'hopeful']",sad,2.0
hit:7559_conv:15118,angry,"['disappointed', ' angry', ' betrayed']",disappointed,2.0
hit:8190_conv:16380,guilty,"['guilty', 'embarrassed', 'sad']",guilty,1.0
hit:9334_conv:18668,grateful,"['excited', ' hopeful', ' grateful']",excited,3.0
hit:12019_conv:24038,sentimental,"['sad', ' nostalgic', ' grateful']",sad,
hit:172_conv:345,apprehensive,"['anxious', 'nervous', 'apprehensive']",anxious,3.0
hit:3927_conv:7855,embarrassed,"['embarrassed', 'annoyed', 'content']",embarrassed,1.0
hit:4505_conv:9010,grateful,"['grateful', ' hopeful', ' proud']",grateful,1.0
hit:5419_conv:10838,jealous,"['jealous', ' nostalgic', ' hopeful']",jealous,1.0
hit:5889_conv:11778,impressed,"['proud', 'excited', 'hopeful']",proud,
hit:7559_conv:15118,angry,"['angry', 'disappointed', 'sad']",angry,1.0
hit:940_conv:1881,anxious,"['anxious', 'sad', 'disappointed']",anxious,1.0
hit:11484_conv:22969,surprised,"['surprised', 'amused', 'annoyed']",surprised,1.0
hit:1738_conv:3476,guilty,"['guilty', 'anxious', 'ashamed']",guilty,1.0
hit:3927_conv:7855,embarrassed,"['embarrassed', ' hopeful', ' caring']",embarrassed,1.0
hit:4161_conv:8322,surprised,"['nostalgic', ' grateful', ' joyful']",nostalgic,
hit:4948_conv:9897,surprised,"['excited', 'grateful', 'hopeful']",excited,
hit:7076_conv:14152,hopeful,"['angry', 'hopeful', 'disgusted']",angry,2.0
hit:7433_conv:14866,disappointed,"['disappointed', ' hopeful', ' anxious']",disappointed,1.0
hit:8472_conv:16944,furious,"['angry', 'annoyed', 'furious']",angry,3.0
hit:10497_conv:20995,embarrassed,"['embarrassed', ' amused', ' relieved']",embarrassed,1.0
hit:12327_conv:24654,ashamed,"['embarrassed', 'guilty', 'sad']",embarrassed,
hit:130_conv:261,afraid,"['anxious', 'hopeful', 'comforted']",anxious,
hit:5177_conv:10355,hopeful,"['hopeful', 'excited', 'grateful']",hopeful,1.0
hit:670_conv:1341,excited,"['excited', 'anticipating', 'hopeful']",excited,1.0
hit:7352_conv:14704,grateful,"['excited', ' grateful', ' hopeful']",excited,2.0
hit:9856_conv:19712,annoyed,"['annoyed', 'disappointed', 'sad']",annoyed,1.0
hit:11830_conv:23661,faithful,"['grateful', 'trusting', 'content']",grateful,
hit:12185_conv:24370,afraid,"['afraid', 'anxious', 'disappointed']",afraid,1.0
hit:2939_conv:5878,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,1.0
hit:4335_conv:8670,sentimental,"['happy', ' grateful', ' nostalgic']",happy,
hit:6913_conv:13827,hopeful,"['anxious', 'hopeful', 'annoyed']",anxious,2.0
hit:7449_conv:14899,excited,"['excited', ' grateful', ' hopeful']",excited,1.0
hit:10347_conv:20694,embarrassed,"['embarrassed', 'comforted', 'annoyed']",embarrassed,1.0
hit:10717_conv:21434,jealous,"['jealous', ' anxious', ' worried']",jealous,1.0
hit:12332_conv:24665,sentimental,"['nostalgic', ' hopeful', ' sad']",nostalgic,
hit:1882_conv:3764,sad,"['sad', ' supportive', ' curious']",sad,1.0
hit:2939_conv:5878,annoyed,"['confident', ' proud', ' excited']",confident,
hit:6279_conv:12559,guilty,"['devastated', 'guilty', 'sad']",devastated,2.0
hit:7726_conv:15452,afraid,"['terrified', 'anxious', 'brave']",terrified,
hit:9354_conv:18708,caring,"['excited', ' grateful', ' hopeful']",excited,
hit:1215_conv:2430,sad,"['devastated', 'sad', 'sympathetic']",devastated,2.0
hit:2436_conv:4873,impressed,"['proud', 'joyful', 'content']",proud,
hit:2767_conv:5535,anxious,"['excited', 'hopeful', 'anxious']",excited,3.0
hit:3879_conv:7758,grateful,"['grateful', 'content', 'hopeful']",grateful,1.0
hit:6160_conv:12321,anxious,"['anxious', 'sad', 'ashamed']",anxious,1.0
hit:6214_conv:12429,lonely,"['lonely', 'sad', 'hopeful']",lonely,1.0
hit:8283_conv:16566,caring,"['excited', ' grateful', ' proud']",excited,
hit:10542_conv:21085,devastated,"['anxious', 'relieved', 'fearful']",anxious,
hit:11713_conv:23427,apprehensive,"['nervous', ' hopeful', ' excited']",nervous,
hit:1215_conv:2430,sad,"['sad', ' frustrated', ' stressed']",sad,1.0
hit:12217_conv:24434,excited,"['excited', ' hopeful', ' joyful']",excited,1.0
hit:2589_conv:5179,annoyed,"['disappointed', ' annoyed', ' hopeful']",disappointed,2.0
hit:3629_conv:7259,content,"['happy', 'content', 'excited']",happy,2.0
hit:8911_conv:17823,impressed,"['grateful', ' relieved', ' impressed']",grateful,3.0
hit:10542_conv:21085,devastated,"['confident', ' relieved', ' proud']",confident,
hit:10665_conv:21330,furious,"['angry', 'furious', 'disgusted']",angry,2.0
hit:11895_conv:23790,guilty,"['guilty', 'sad', 'anxious']",guilty,1.0
hit:1300_conv:2601,disgusted,"['disgusted', 'angry', 'surprised']",disgusted,1.0
hit:3888_conv:7776,caring,"['content', 'caring', 'curious']",content,2.0
hit:7086_conv:14172,terrified,"['afraid', 'anxious', 'insecure']",afraid,
hit:8483_conv:16967,furious,"['angry', 'disappointed', 'sad']",angry,
hit:9026_conv:18052,furious,"['sad', 'angry', 'hopeful']",sad,
hit:9311_conv:18623,impressed,"['excited', 'hopeful', 'content']",excited,
hit:12071_conv:24143,trusting,"['faithful', 'trusting', 'content']",faithful,2.0
hit:1222_conv:2444,grateful,"['proud', ' confident', ' content']",proud,
hit:1300_conv:2601,disgusted,"['angry', ' disgusted', ' surprised']",angry,2.0
hit:3294_conv:6589,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,1.0
hit:5154_conv:10309,caring,"['grateful', 'relieved', 'caring']",grateful,3.0
hit:6095_conv:12191,caring,"['grateful', 'hopeful', 'proud']",grateful,
hit:8061_conv:16122,annoyed,"['angry', 'annoyed', 'frustrated']",angry,2.0
hit:8099_conv:16199,jealous,"['lonely', ' hopeful', ' nostalgic']",lonely,
hit:11796_conv:23592,disgusted,"['disappointed', 'surprised', 'anxious']",disappointed,
hit:1222_conv:2444,grateful,"['lonely', ' disappointed', ' relieved']",lonely,
hit:181_conv:362,faithful,"['faithful', ' proud', ' confident']",faithful,1.0
hit:4039_conv:8079,terrified,"['afraid', 'relieved', 'lucky']",afraid,
hit:4432_conv:8864,sad,"['happy', 'surprised', 'disappointed']",happy,
hit:5129_conv:10258,angry,"['angry', 'annoyed', 'disappointed']",angry,1.0
hit:5376_conv:10752,apprehensive,"['devastated', 'sad', 'anxious']",devastated,
hit:8135_conv:16271,afraid,"['afraid', 'anxious', 'concerned']",afraid,1.0
hit:10829_conv:21659,grateful,"['worried', 'sad', 'relieved']",worried,
hit:4470_conv:8941,guilty,"['embarrassed', 'sad', 'amused']",embarrassed,
hit:6901_conv:13802,anxious,"['anxious', 'worried', 'afraid']",anxious,1.0
hit:7228_conv:14457,surprised,"['grateful', ' excited', ' surprised']",grateful,3.0
hit:7577_conv:15155,angry,"['annoyed', 'disgusted', 'disappointed']",annoyed,
hit:8135_conv:16271,afraid,"['afraid', ' anxious', ' terrified']",afraid,1.0
hit:8616_conv:17233,nostalgic,"['disgusted', 'surprised', 'sad']",disgusted,
hit:8837_conv:17675,furious,"['worried', 'guilty', 'annoyed']",worried,
hit:1017_conv:2035,disgusted,"['disgusted', 'angry', 'grateful']",disgusted,1.0
hit:2107_conv:4214,joyful,"['excited', ' hopeful', ' jealous']",excited,
hit:2899_conv:5799,annoyed,"['anxious', 'hopeful', 'disappointed']",anxious,
hit:3181_conv:6363,content,"['content', ' peaceful', ' relaxed']",content,1.0
hit:4595_conv:9191,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:488_conv:977,prepared,"['proud', 'excited', 'hopeful']",proud,
hit:6901_conv:13802,anxious,"['afraid', 'anxious', 'disgusted']",afraid,2.0
hit:7904_conv:15809,content,"['content', 'relaxed', 'happy']",content,1.0
hit:7932_conv:15865,lonely,"['lonely', ' hopeful', ' content']",lonely,1.0
hit:1389_conv:2779,sentimental,"['grateful', ' proud', ' content']",grateful,
hit:244_conv:488,terrified,"['terrified', 'surprised', 'sad']",terrified,1.0
hit:3354_conv:6709,surprised,"['grateful', ' surprised', ' happy']",grateful,2.0
hit:5826_conv:11653,grateful,"['grateful', ' relieved', ' annoyed']",grateful,1.0
hit:6379_conv:12758,content,"['content', 'satisfied', 'hopeful']",content,1.0
hit:7307_conv:14614,surprised,"['surprised', 'excited', 'anxious']",surprised,1.0
hit:7904_conv:15809,content,"['content', ' hopeful', ' disappointed']",content,1.0
hit:8345_conv:16690,joyful,"['excited', ' joyful', ' grateful']",excited,2.0
hit:1162_conv:2324,guilty,"['guilty', ' anxious', ' unsure']",guilty,1.0
hit:1285_conv:2571,disgusted,"['disgusted', 'surprised', 'sad']",disgusted,1.0
hit:1529_conv:3059,nostalgic,"['happy', 'excited', 'content']",happy,
hit:543_conv:1086,devastated,"['devastated', ' embarrassed', ' relieved']",devastated,1.0
hit:6333_conv:12667,proud,"['proud', 'excited', 'anxious']",proud,1.0
hit:7307_conv:14614,surprised,"['excited', ' grateful', ' joyful']",excited,
hit:7482_conv:14965,jealous,"['angry', 'annoyed', 'disgusted']",angry,
hit:8588_conv:17177,guilty,"['guilty', 'anxious', 'sad']",guilty,1.0
hit:10134_conv:20268,annoyed,"['annoyed', 'frustrated', 'curious']",annoyed,1.0
hit:1815_conv:3631,impressed,"['impressed', 'excited', 'proud']",impressed,1.0
hit:4726_conv:9452,apprehensive,"['anxious', 'anticipating', 'apprehensive']",anxious,3.0
hit:4733_conv:9467,embarrassed,"['embarrassed', ' amused', ' proud']",embarrassed,1.0
hit:5532_conv:11065,anticipating,"['anxious', ' hopeful', ' grateful']",anxious,
hit:6333_conv:12667,proud,"['grateful', 'relieved', 'hopeful']",grateful,
hit:8064_conv:16129,annoyed,"['angry', 'annoyed', 'terrified']",angry,2.0
hit:1008_conv:2016,disappointed,"['disappointed', ' relieved', ' hopeful']",disappointed,1.0
hit:1201_conv:2402,terrified,"['anxious', ' relieved', ' concerned']",anxious,
hit:12080_conv:24161,grateful,"['grateful', ' thankful', ' proud']",grateful,1.0
hit:1743_conv:3487,lonely,"['content', ' hopeful', ' calm']",content,
hit:1860_conv:3721,sad,"['devastated', ' sad', ' lonely']",devastated,2.0
hit:4726_conv:9452,apprehensive,"['anxious', ' apprehensive', ' fearful']",anxious,2.0
hit:9211_conv:18422,nostalgic,"['nostalgic', 'lonely', 'hopeful']",nostalgic,1.0
hit:9297_conv:18595,devastated,"['devastated', ' sad', ' hopeful']",devastated,1.0
hit:11012_conv:22024,grateful,"['excited', 'happy', 'content']",excited,
hit:1860_conv:3721,sad,"['confident', ' understanding', ' content']",confident,
hit:3143_conv:6287,caring,"['grateful', 'hopeful', 'content']",grateful,
hit:5684_conv:11368,jealous,"['angry', 'disgusted', 'surprised']",angry,
hit:7243_conv:14487,disappointed,"['angry', 'annoyed', 'surprised']",angry,
hit:76_conv:152,sad,"['lonely', 'sad', 'disappointed']",lonely,2.0
hit:8675_conv:17350,devastated,"['sad', ' hopeful', ' nostalgic']",sad,
hit:9737_conv:19474,prepared,"['hopeful', ' anxious', ' anticipating']",hopeful,
hit:10108_conv:20217,faithful,"['proud', ' relieved', ' guilty']",proud,
hit:1382_conv:2764,hopeful,"['excited', 'hopeful', 'proud']",excited,2.0
hit:2870_conv:5740,content,"['proud', 'excited', 'tired']",proud,
hit:3635_conv:7271,terrified,"['afraid', 'anxious', 'hopeful']",afraid,
hit:4380_conv:8761,prepared,"['anxious', ' hopeful', ' grateful']",anxious,
hit:7047_conv:14094,sad,"['angry', 'sad', 'annoyed']",angry,2.0
hit:9737_conv:19474,prepared,"['disappointed', 'agreeing', 'sad']",disappointed,
hit:11416_conv:22832,sentimental,"['proud', 'grateful', 'hopeful']",proud,
hit:126_conv:252,excited,"['excited', 'happy', 'content']",excited,1.0
hit:2412_conv:4824,surprised,"['excited', 'surprised', 'happy']",excited,2.0
hit:3635_conv:7271,terrified,"['hopeful', 'confident', 'optimistic']",hopeful,
hit:5519_conv:11039,surprised,"['excited', ' grateful', ' joyful']",excited,
hit:6285_conv:12570,afraid,"['afraid', 'anxious', 'terrified']",afraid,1.0
hit:6852_conv:13704,lonely,"['sad', ' hopeful', ' nostalgic']",sad,
hit:1658_conv:3316,ashamed,"['anxious', 'hopeful', 'frustrated']",anxious,
hit:2314_conv:4629,disappointed,"['anxious', 'sad', 'hopeful']",anxious,
hit:3925_conv:7850,trusting,"['proud', 'trusting', 'grateful']",proud,2.0
hit:4803_conv:9606,trusting,"['hopeful', 'sad', 'grateful']",hopeful,
hit:5519_conv:11039,surprised,"['excited', 'curious', 'hopeful']",excited,
hit:6273_conv:12547,joyful,"['excited', 'happy', 'amused']",excited,
hit:8972_conv:17944,lonely,"['lonely', ' hopeful', ' content']",lonely,1.0
hit:9237_conv:18475,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:2971_conv:5942,terrified,"['anxious', ' hopeful', ' trusting']",anxious,
hit:3331_conv:6663,impressed,"['excited', 'proud', 'surprised']",excited,
hit:4563_conv:9126,trusting,"['content', ' trusting', ' hopeful']",content,2.0
hit:5318_conv:10637,content,"['grateful', ' hopeful', ' proud']",grateful,
hit:5757_conv:11514,afraid,"['anxious', ' disappointed', ' hopeful']",anxious,
hit:8817_conv:17634,sentimental,"['nostalgic', 'proud', 'content']",nostalgic,
hit:9142_conv:18284,angry,"['angry', 'annoyed', 'prepared']",angry,1.0
hit:10151_conv:20303,trusting,"['proud', 'hopeful', 'content']",proud,
hit:1589_conv:3178,afraid,"['afraid', 'anxious', 'terrified']",afraid,1.0
hit:3976_conv:7953,furious,"['angry', 'sad', 'devastated']",angry,
hit:4969_conv:9939,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:5475_conv:10950,terrified,"['impressed', 'terrified', 'relieved']",impressed,2.0
hit:8148_conv:16296,annoyed,"['annoyed', ' surprised', ' disappointed']",annoyed,1.0
hit:9352_conv:18705,embarrassed,"['anxious', 'embarrassed', 'hopeful']",anxious,2.0
hit:11311_conv:22622,anticipating,"['annoyed', 'anticipating', 'grateful']",annoyed,2.0
hit:11611_conv:23222,faithful,"['proud', 'faithful', 'jealous']",proud,2.0
hit:1589_conv:3178,afraid,"['impressed', ' fascinated', ' terrified']",impressed,
hit:17_conv:34,confident,"['impressed', 'excited', 'proud']",impressed,
hit:3291_conv:6583,ashamed,"['guilty', ' ashamed', ' embarrassed']",guilty,2.0
hit:416_conv:833,impressed,"['happy', 'proud', 'amused']",happy,
hit:782_conv:1564,ashamed,"['embarrassed', 'sad', 'anxious']",embarrassed,
hit:11092_conv:22184,angry,"['angry', 'annoyed', 'disgusted']",angry,1.0
hit:11605_conv:23210,excited,"['grateful', 'loved', 'hopeful']",grateful,
hit:2948_conv:5896,prepared,"['grateful', ' relieved', ' prepared']",grateful,3.0
hit:3013_conv:6026,nostalgic,"['nostalgic', 'sad', 'grateful']",nostalgic,1.0
hit:7026_conv:14053,excited,"['excited', ' hopeful', ' joyful']",excited,1.0
hit:756_conv:1512,angry,"['angry', 'annoyed', 'sad']",angry,1.0
hit:7710_conv:15421,disappointed,"['sad', 'excited', 'disappointed']",sad,3.0
hit:782_conv:1564,ashamed,"['embarrassed', ' surprised', ' disgusted']",embarrassed,
hit:10464_conv:20929,faithful,"['loyal', ' hopeful', ' conflicted']",loyal,
hit:10845_conv:21691,embarrassed,"['embarrassed', 'anxious', 'surprised']",embarrassed,1.0
hit:12190_conv:24380,disappointed,"['sad', ' hopeful', ' caring']",sad,
hit:12261_conv:24522,prepared,"['excited', ' hopeful', ' confident']",excited,
hit:3013_conv:6026,nostalgic,"['sad', 'lonely', 'hopeful']",sad,
hit:4706_conv:9412,afraid,"['afraid', 'anxious', 'lonely']",afraid,1.0
hit:7920_conv:15840,jealous,"['jealous', 'hopeful', 'content']",jealous,1.0
hit:9916_conv:19832,devastated,"['devastated', 'sad', 'comforting']",devastated,1.0
hit:10464_conv:20929,faithful,"['hopeful', ' grateful', ' content']",hopeful,
hit:11067_conv:22134,proud,"['proud', 'happy', 'content']",proud,1.0
hit:11188_conv:22376,content,"['happy', ' content', ' relaxed']",happy,2.0
hit:12237_conv:24475,guilty,"['guilty', 'surprised', 'anxious']",guilty,1.0
hit:2775_conv:5551,anticipating,"['excited', ' proud', ' happy']",excited,
hit:6446_conv:12892,terrified,"['afraid', 'anxious', 'curious']",afraid,
hit:9157_conv:18315,afraid,"['afraid', 'surprised', 'disgusted']",afraid,1.0
hit:1213_conv:2426,devastated,"['devastated', ' sad', ' grateful']",devastated,1.0
hit:6328_conv:12656,prepared,"['excited', 'hopeful', 'proud']",excited,
hit:6452_conv:12904,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:7332_conv:14664,disappointed,"['disappointed', 'hopeful', 'content']",disappointed,1.0
hit:8404_conv:16809,content,"['hopeful', 'happy', 'content']",hopeful,3.0
hit:8447_conv:16895,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:9826_conv:19653,surprised,"['grateful', 'surprised', 'hopeful']",grateful,2.0
hit:10411_conv:20822,trusting,"['proud', 'hopeful', 'grateful']",proud,
hit:12017_conv:24034,devastated,"['devastated', 'sad', 'surprised']",devastated,1.0
hit:12415_conv:24830,embarrassed,"['anxious', 'embarrassed', 'afraid']",anxious,2.0
hit:183_conv:366,joyful,"['excited', 'happy', 'anticipating']",excited,
hit:2754_conv:5508,surprised,"['excited', ' grateful', ' proud']",excited,
hit:3585_conv:7171,impressed,"['impressed', 'excited', 'hopeful']",impressed,1.0
hit:7332_conv:14664,disappointed,"['proud', ' hopeful', ' grateful']",proud,
hit:8188_conv:16377,anxious,"['anxious', 'prepared', 'concerned']",anxious,1.0
hit:2067_conv:4134,joyful,"['excited', ' hopeful', ' joyful']",excited,3.0
hit:2226_conv:4452,hopeful,"['hopeful', 'content', 'lonely']",hopeful,1.0
hit:319_conv:639,sad,"['devastated', 'sad', 'sentimental']",devastated,2.0
hit:4359_conv:8719,confident,"['excited', ' hopeful', ' anxious']",excited,
hit:4369_conv:8738,caring,"['sad', 'grateful', 'hopeful']",sad,
hit:8281_conv:16563,sad,"['nostalgic', 'hopeful', 'content']",nostalgic,
hit:8506_conv:17013,proud,"['excited', ' proud', ' joyful']",excited,2.0
hit:8936_conv:17872,furious,"['annoyed', 'frustrated', 'concerned']",annoyed,
hit:11175_conv:22350,sentimental,"['sad', ' nostalgic', ' caring']",sad,
hit:12025_conv:24051,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,1.0
hit:1965_conv:3930,furious,"['angry', 'annoyed', 'sad']",angry,
hit:2169_conv:4339,faithful,"['proud', 'sad', 'angry']",proud,
hit:3087_conv:6175,lonely,"['lonely', 'sad', 'missing']",lonely,1.0
hit:4194_conv:8389,jealous,"['jealous', ' hopeful', ' amused']",jealous,1.0
hit:4359_conv:8719,confident,"['proud', 'excited', 'hopeful']",proud,
hit:9854_conv:19709,impressed,"['impressed', 'curious', 'faithful']",impressed,1.0
hit:1048_conv:2097,grateful,"['grateful', ' happy', ' proud']",grateful,1.0
hit:11175_conv:22350,sentimental,"['sentimental', 'grateful', 'hopeful']",sentimental,1.0
hit:1598_conv:3197,jealous,"['anxious', ' hopeful', ' grateful']",anxious,
hit:2333_conv:4667,proud,"['proud', 'impressed', 'admiring']",proud,1.0
hit:3984_conv:7969,joyful,"['grateful', 'excited', 'proud']",grateful,
hit:6434_conv:12868,embarrassed,"['embarrassed', ' surprised', ' amused']",embarrassed,1.0
hit:6981_conv:13962,excited,"['excited', 'impressed', 'hopeful']",excited,1.0
hit:9463_conv:18927,grateful,"['grateful', 'content', 'proud']",grateful,1.0
hit:11843_conv:23686,proud,"['excited', 'proud', 'grateful']",excited,2.0
hit:1598_conv:3197,jealous,"['grateful', ' relieved', ' content']",grateful,
hit:3001_conv:6002,afraid,"['terrified', 'afraid', 'anxious']",terrified,2.0
hit:3171_conv:6343,caring,"['grateful', 'nostalgic', 'hopeful']",grateful,
hit:3241_conv:6482,sentimental,"['nostalgic', 'surprised', 'hopeful']",nostalgic,
hit:4102_conv:8205,apprehensive,"['anxious', ' concerned', ' hesitant']",anxious,
hit:4325_conv:8650,confident,"['excited', 'confident', 'hopeful']",excited,2.0
hit:7202_conv:14405,terrified,"['afraid', 'anxious', 'surprised']",afraid,
hit:1196_conv:2392,guilty,"['guilty', 'disgusted', 'surprised']",guilty,1.0
hit:12384_conv:24769,trusting,"['proud', 'faithful', 'grateful']",proud,
hit:2557_conv:5115,angry,"['angry', 'sad', 'frustrated']",angry,1.0
hit:4137_conv:8274,sad,"['nostalgic', 'sad', 'hopeful']",nostalgic,2.0
hit:6044_conv:12089,furious,"['angry', 'frustrated', 'disappointed']",angry,
hit:7092_conv:14184,impressed,"['impressed', 'excited', 'surprised']",impressed,1.0
hit:8396_conv:16792,grateful,"['angry', 'annoyed', 'sad']",angry,
hit:1009_conv:2018,ashamed,"['guilty', ' devastated', ' hopeful']",guilty,
hit:10800_conv:21600,lonely,"['content', 'lonely', 'hopeful']",content,2.0
hit:10930_conv:21861,trusting,"['grateful', 'relieved', 'content']",grateful,
hit:3887_conv:7775,apprehensive,"['anxious', ' embarrassed', ' unsure']",anxious,
hit:5676_conv:11353,apprehensive,"['anxious', 'afraid', 'apprehensive']",anxious,3.0
hit:7092_conv:14184,impressed,"['excited', ' proud', ' nostalgic']",excited,
hit:7454_conv:14908,afraid,"['afraid', 'excited', 'hopeful']",afraid,1.0
hit:879_conv:1759,terrified,"['proud', 'afraid', 'hopeful']",proud,
hit:11373_conv:22746,disgusted,"['surprised', ' shocked', ' concerned']",surprised,
hit:1316_conv:2633,anxious,"['anxious', ' hopeful', ' excited']",anxious,1.0
hit:157_conv:315,lonely,"['sad', ' hopeful', ' grateful']",sad,
