conv_id,Original_Labels,Top_3_Emotion_Pred,1st_Emotion_Pred,2nd_Emotion_Pred,3rd_Emotion_Pred,Pred_Emo_Position
hit:12179_conv:24358,trusting,"['grateful', 'proud', 'hopeful']",grateful,proud,hopeful,
hit:4022_conv:8045,surprised,"['grateful', 'content', 'hopeful']",grateful,content,hopeful,
hit:4227_conv:8454,hopeful,"['hopeful', 'faithful', 'content']",hopeful,faithful,content,1.0
hit:8976_conv:17952,surprised,"['surprised', 'excited', 'grateful']",surprised,excited,grateful,1.0
hit:9046_conv:18093,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,sad,hopeful,1.0
hit:9600_conv:19201,prepared,"['confident', 'hopeful', 'prepared']",confident,hopeful,prepared,3.0
hit:9939_conv:19878,guilty,"['guilty', 'sad', 'embarrassed']",guilty,sad,embarrassed,1.0
hit:3816_conv:7633,excited,"['excited', 'hopeful', 'content']",excited,hopeful,content,1.0
hit:6580_conv:13160,disappointed,"['angry', ' annoyed', ' disappointed']",angry,annoyed,disappointed,3.0
hit:7698_conv:15397,confident,"['confident', 'hopeful', 'excited']",confident,hopeful,excited,1.0
hit:5425_conv:10851,content,"['content', 'hopeful', 'proud']",content,hopeful,proud,1.0
hit:6113_conv:12226,angry,"['disappointed', ' hopeful', ' ashamed']",disappointed,hopeful,ashamed,
hit:9217_conv:18435,devastated,"['devastated', ' sad', ' hopeful']",devastated,sad,hopeful,1.0
hit:10532_conv:21064,trusting,"['grateful', 'trusting', 'content']",grateful,trusting,content,2.0
hit:1331_conv:2663,guilty,"['guilty', 'sad', 'embarrassed']",guilty,sad,embarrassed,1.0
hit:4592_conv:9185,disgusted,"['disgusted', 'sad', 'angry']",disgusted,sad,angry,1.0
hit:6467_conv:12935,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,annoyed,surprised,1.0
hit:11029_conv:22058,confident,"['proud', ' confident', ' excited']",proud,confident,excited,2.0
hit:3684_conv:7368,embarrassed,"['embarrassed', ' anxious', ' nostalgic']",embarrassed,anxious,nostalgic,1.0
hit:4433_conv:8866,disgusted,"['disgusted', 'surprised', 'sad']",disgusted,surprised,sad,1.0
hit:8048_conv:16096,afraid,"['embarrassed', ' afraid', ' annoyed']",embarrassed,afraid,annoyed,2.0
hit:8356_conv:16713,joyful,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:1034_conv:2069,sad,"['sad', ' annoyed', ' hopeful']",sad,annoyed,hopeful,1.0
hit:1443_conv:2887,angry,"['disappointed', 'surprised', 'sad']",disappointed,surprised,sad,
hit:1533_conv:3066,impressed,"['grateful', ' impressed', ' content']",grateful,impressed,content,2.0
hit:263_conv:527,hopeful,"['hopeful', 'sad', 'content']",hopeful,sad,content,1.0
hit:3104_conv:6209,annoyed,"['annoyed', 'disgusted', 'afraid']",annoyed,disgusted,afraid,1.0
hit:5460_conv:10920,excited,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,1.0
hit:11294_conv:22589,joyful,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,
hit:5228_conv:10456,anticipating,"['excited', 'hopeful', 'confident']",excited,hopeful,confident,
hit:6498_conv:12996,embarrassed,"['embarrassed', ' anxious', ' ashamed']",embarrassed,anxious,ashamed,1.0
hit:7401_conv:14803,surprised,"['surprised', 'impressed', 'proud']",surprised,impressed,proud,1.0
hit:86_conv:173,furious,"['angry', 'sad', 'disappointed']",angry,sad,disappointed,
hit:2826_conv:5653,confident,"['hopeful', ' confident', ' excited']",hopeful,confident,excited,2.0
hit:2921_conv:5842,proud,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,1.0
hit:3159_conv:6318,afraid,"['afraid', 'anxious', 'surprised']",afraid,anxious,surprised,1.0
hit:4416_conv:8832,excited,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,1.0
hit:5028_conv:10057,nostalgic,"['excited', ' nostalgic', ' grateful']",excited,nostalgic,grateful,2.0
hit:5569_conv:11138,nostalgic,"['nostalgic', 'sentimental', 'content']",nostalgic,sentimental,content,1.0
hit:2246_conv:4492,anxious,"['anxious', 'terrified', 'confident']",anxious,terrified,confident,1.0
hit:3589_conv:7178,disgusted,"['disgusted', 'angry', 'sad']",disgusted,angry,sad,1.0
hit:3836_conv:7672,apprehensive,"['anxious', ' hopeful', ' anticipating']",anxious,hopeful,anticipating,
hit:488_conv:976,surprised,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:7706_conv:15413,sad,"['disappointed', 'sad', 'anxious']",disappointed,sad,anxious,2.0
hit:8582_conv:17165,sad,"['sad', 'grateful', 'nostalgic']",sad,grateful,nostalgic,1.0
hit:11221_conv:22443,hopeful,"['sad', ' hopeful', ' grateful']",sad,hopeful,grateful,2.0
hit:12114_conv:24229,sad,"['sad', ' hopeful', ' anxious']",sad,hopeful,anxious,1.0
hit:1653_conv:3307,sad,"['nostalgic', ' proud', ' sad']",nostalgic,proud,sad,3.0
hit:4174_conv:8348,annoyed,"['annoyed', ' hopeful', ' confident']",annoyed,hopeful,confident,1.0
hit:5202_conv:10405,terrified,"['anxious', 'sad', 'hopeful']",anxious,sad,hopeful,
hit:1481_conv:2963,trusting,"['grateful', ' proud', ' content']",grateful,proud,content,
hit:2914_conv:5829,devastated,"['sad', ' nostalgic', ' grateful']",sad,nostalgic,grateful,
hit:2917_conv:5834,caring,"['annoyed', ' proud', ' joyful']",annoyed,proud,joyful,
hit:5573_conv:11147,devastated,"['disappointed', 'angry', 'surprised']",disappointed,angry,surprised,
hit:7178_conv:14357,annoyed,"['angry', 'annoyed', 'surprised']",angry,annoyed,surprised,2.0
hit:7955_conv:15911,sentimental,"['nostalgic', 'hopeful', 'excited']",nostalgic,hopeful,excited,
hit:11798_conv:23597,lonely,"['lonely', ' anxious', ' hopeful']",lonely,anxious,hopeful,1.0
hit:2361_conv:4722,joyful,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:3161_conv:6323,angry,"['angry', 'annoyed', 'surprised']",angry,annoyed,surprised,1.0
hit:3446_conv:6893,confident,"['confident', 'excited', 'hopeful']",confident,excited,hopeful,1.0
hit:4107_conv:8214,jealous,"['jealous', 'sad', 'disappointed']",jealous,sad,disappointed,1.0
hit:10171_conv:20343,anxious,"['anxious', 'afraid', 'grateful']",anxious,afraid,grateful,1.0
hit:10767_conv:21534,angry,"['angry', ' hopeful', ' content']",angry,hopeful,content,1.0
hit:1971_conv:3943,prepared,"['excited', 'anxious', 'prepared']",excited,anxious,prepared,3.0
hit:3186_conv:6373,anticipating,"['excited', 'anxious', 'proud']",excited,anxious,proud,
hit:7667_conv:15335,terrified,"['excited', 'proud', 'anxious']",excited,proud,anxious,
hit:9171_conv:18343,angry,"['annoyed', 'grateful', 'hopeful']",annoyed,grateful,hopeful,
hit:9479_conv:18958,anxious,"['afraid', 'anxious', 'hopeful']",afraid,anxious,hopeful,2.0
hit:1217_conv:2434,anticipating,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:4114_conv:8228,excited,"['excited', ' nostalgic', ' hopeful']",excited,nostalgic,hopeful,1.0
hit:6591_conv:13183,impressed,"['surprised', 'impressed', 'excited']",surprised,impressed,excited,2.0
hit:7230_conv:14460,annoyed,"['devastated', ' sad', ' angry']",devastated,sad,angry,
hit:1235_conv:2471,afraid,"['anxious', 'afraid', 'sad']",anxious,afraid,sad,2.0
hit:1744_conv:3489,anxious,"['angry', 'disappointed', 'sad']",angry,disappointed,sad,
hit:892_conv:1784,sad,"['sad', ' hopeful', ' anxious']",sad,hopeful,anxious,1.0
hit:9946_conv:19892,sad,"['devastated', 'sad', 'sentimental']",devastated,sad,sentimental,2.0
hit:1921_conv:3843,proud,"['excited', ' proud', ' hopeful']",excited,proud,hopeful,2.0
hit:2534_conv:5069,joyful,"['excited', ' grateful', ' hopeful']",excited,grateful,hopeful,
hit:4624_conv:9249,anticipating,"['excited', ' joyful', ' hopeful']",excited,joyful,hopeful,
hit:5165_conv:10330,hopeful,"['excited', 'hopeful', 'content']",excited,hopeful,content,2.0
hit:8706_conv:17412,sad,"['devastated', ' sad', ' hopeful']",devastated,sad,hopeful,2.0
hit:1933_conv:3867,impressed,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:2801_conv:5602,caring,"['content', 'lonely', 'sad']",content,lonely,sad,
hit:3970_conv:7941,impressed,"['impressed', 'excited', 'proud']",impressed,excited,proud,1.0
hit:4578_conv:9156,disappointed,"['disappointed', 'hopeful', 'confident']",disappointed,hopeful,confident,1.0
hit:4752_conv:9505,angry,"['angry', 'sad', 'hopeful']",angry,sad,hopeful,1.0
hit:5919_conv:11839,impressed,"['excited', 'proud', 'grateful']",excited,proud,grateful,
hit:8834_conv:17668,excited,"['excited', 'hopeful', 'content']",excited,hopeful,content,1.0
hit:9904_conv:19809,confident,"['hopeful', 'confident', 'excited']",hopeful,confident,excited,2.0
hit:2186_conv:4372,surprised,"['surprised', 'excited', 'grateful']",surprised,excited,grateful,1.0
hit:6356_conv:12712,grateful,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:6706_conv:13412,terrified,"['afraid', 'anxious', 'surprised']",afraid,anxious,surprised,
hit:6876_conv:13753,jealous,"['jealous', 'excited', 'hopeful']",jealous,excited,hopeful,1.0
hit:9349_conv:18698,embarrassed,"['embarrassed', 'annoyed', 'surprised']",embarrassed,annoyed,surprised,1.0
hit:9475_conv:18950,devastated,"['sad', ' caring', ' hopeful']",sad,caring,hopeful,
hit:9586_conv:19172,ashamed,"['guilty', 'sad', 'disappointed']",guilty,sad,disappointed,
hit:12190_conv:24381,surprised,"['nostalgic', ' excited', ' grateful']",nostalgic,excited,grateful,
hit:1268_conv:2537,proud,"['proud', 'hopeful', 'excited']",proud,hopeful,excited,1.0
hit:3891_conv:7782,trusting,"['excited', 'hopeful', 'anxious']",excited,hopeful,anxious,
hit:4122_conv:8244,disappointed,"['sad', 'disappointed', 'angry']",sad,disappointed,angry,2.0
hit:10879_conv:21759,disappointed,"['disappointed', 'annoyed', 'grateful']",disappointed,annoyed,grateful,1.0
hit:3042_conv:6084,excited,"['grateful', 'excited', 'hopeful']",grateful,excited,hopeful,2.0
hit:6822_conv:13644,anxious,"['excited', ' hopeful', ' nostalgic']",excited,hopeful,nostalgic,
hit:6965_conv:13930,angry,"['surprised', 'annoyed', 'hopeful']",surprised,annoyed,hopeful,
hit:7024_conv:14048,caring,"['sad', 'lonely', 'surprised']",sad,lonely,surprised,
hit:1301_conv:2602,hopeful,"['hopeful', ' anxious', ' anticipating']",hopeful,anxious,anticipating,1.0
hit:60_conv:121,proud,"['grateful', 'proud', 'surprised']",grateful,proud,surprised,2.0
hit:7538_conv:15076,sentimental,"['nostalgic', 'sad', 'lonely']",nostalgic,sad,lonely,
hit:8593_conv:17186,joyful,"['excited', 'hopeful', 'surprised']",excited,hopeful,surprised,
hit:11055_conv:22110,sentimental,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,
hit:12057_conv:24114,nostalgic,"['nostalgic', 'content', 'annoyed']",nostalgic,content,annoyed,1.0
hit:1925_conv:3850,caring,"['grateful', 'proud', 'content']",grateful,proud,content,
hit:8402_conv:16805,nostalgic,"['nostalgic', 'hopeful', 'surprised']",nostalgic,hopeful,surprised,1.0
hit:2443_conv:4886,excited,"['excited', 'hopeful', 'nostalgic']",excited,hopeful,nostalgic,1.0
hit:2876_conv:5752,jealous,"['jealous', 'sad', 'hopeful']",jealous,sad,hopeful,1.0
hit:323_conv:646,sad,"['devastated', ' sad', ' caring']",devastated,sad,caring,2.0
hit:8202_conv:16404,ashamed,"['ashamed', 'sad', 'hopeful']",ashamed,sad,hopeful,1.0
hit:8980_conv:17961,proud,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:9790_conv:19580,trusting,"['faithful', 'trusting', 'excited']",faithful,trusting,excited,2.0
hit:2677_conv:5355,nostalgic,"['hopeful', 'excited', 'content']",hopeful,excited,content,
hit:48_conv:97,terrified,"['afraid', 'anxious', 'grateful']",afraid,anxious,grateful,
hit:5614_conv:11229,embarrassed,"['embarrassed', ' guilty', ' anxious']",embarrassed,guilty,anxious,1.0
hit:8285_conv:16570,angry,"['angry', 'annoyed', 'afraid']",angry,annoyed,afraid,1.0
hit:11397_conv:22795,proud,"['proud', 'excited', 'impressed']",proud,excited,impressed,1.0
hit:7497_conv:14995,lonely,"['sad', 'lonely', 'hopeful']",sad,lonely,hopeful,2.0
hit:8190_conv:16380,guilty,"['guilty', 'embarrassed', 'sad']",guilty,embarrassed,sad,1.0
hit:9334_conv:18668,grateful,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,3.0
hit:12019_conv:24038,sentimental,"['sad', ' nostalgic', ' grateful']",sad,nostalgic,grateful,
hit:3927_conv:7855,embarrassed,"['embarrassed', 'annoyed', 'content']",embarrassed,annoyed,content,1.0
hit:4505_conv:9010,grateful,"['grateful', ' hopeful', ' proud']",grateful,hopeful,proud,1.0
hit:5419_conv:10838,jealous,"['jealous', ' nostalgic', ' hopeful']",jealous,nostalgic,hopeful,1.0
hit:5889_conv:11778,impressed,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:940_conv:1881,anxious,"['anxious', 'sad', 'disappointed']",anxious,sad,disappointed,1.0
hit:1738_conv:3476,guilty,"['guilty', 'anxious', 'ashamed']",guilty,anxious,ashamed,1.0
hit:4161_conv:8322,surprised,"['nostalgic', ' grateful', ' joyful']",nostalgic,grateful,joyful,
hit:4948_conv:9897,surprised,"['excited', 'grateful', 'hopeful']",excited,grateful,hopeful,
hit:7076_conv:14152,hopeful,"['angry', 'hopeful', 'disgusted']",angry,hopeful,disgusted,2.0
hit:7433_conv:14866,disappointed,"['disappointed', ' hopeful', ' anxious']",disappointed,hopeful,anxious,1.0
hit:8472_conv:16944,furious,"['angry', 'annoyed', 'furious']",angry,annoyed,furious,3.0
hit:12327_conv:24654,ashamed,"['embarrassed', 'guilty', 'sad']",embarrassed,guilty,sad,
hit:5177_conv:10355,hopeful,"['hopeful', 'excited', 'grateful']",hopeful,excited,grateful,1.0
hit:670_conv:1341,excited,"['excited', 'anticipating', 'hopeful']",excited,anticipating,hopeful,1.0
hit:7352_conv:14704,grateful,"['excited', ' grateful', ' hopeful']",excited,grateful,hopeful,2.0
hit:9856_conv:19712,annoyed,"['annoyed', 'disappointed', 'sad']",annoyed,disappointed,sad,1.0
hit:11830_conv:23661,faithful,"['grateful', 'trusting', 'content']",grateful,trusting,content,
hit:12185_conv:24370,afraid,"['afraid', 'anxious', 'disappointed']",afraid,anxious,disappointed,1.0
hit:6913_conv:13827,hopeful,"['anxious', 'hopeful', 'annoyed']",anxious,hopeful,annoyed,2.0
hit:7449_conv:14899,excited,"['excited', ' grateful', ' hopeful']",excited,grateful,hopeful,1.0
hit:12332_conv:24665,sentimental,"['nostalgic', ' hopeful', ' sad']",nostalgic,hopeful,sad,
hit:6279_conv:12559,guilty,"['devastated', 'guilty', 'sad']",devastated,guilty,sad,2.0
hit:9354_conv:18708,caring,"['excited', ' grateful', ' hopeful']",excited,grateful,hopeful,
hit:2436_conv:4873,impressed,"['proud', 'joyful', 'content']",proud,joyful,content,
hit:2767_conv:5535,anxious,"['excited', 'hopeful', 'anxious']",excited,hopeful,anxious,3.0
hit:3879_conv:7758,grateful,"['grateful', 'content', 'hopeful']",grateful,content,hopeful,1.0
hit:6160_conv:12321,anxious,"['anxious', 'sad', 'ashamed']",anxious,sad,ashamed,1.0
hit:6214_conv:12429,lonely,"['lonely', 'sad', 'hopeful']",lonely,sad,hopeful,1.0
hit:8283_conv:16566,caring,"['excited', ' grateful', ' proud']",excited,grateful,proud,
hit:12217_conv:24434,excited,"['excited', ' hopeful', ' joyful']",excited,hopeful,joyful,1.0
hit:2589_conv:5179,annoyed,"['disappointed', ' annoyed', ' hopeful']",disappointed,annoyed,hopeful,2.0
hit:10665_conv:21330,furious,"['angry', 'furious', 'disgusted']",angry,furious,disgusted,2.0
hit:11895_conv:23790,guilty,"['guilty', 'sad', 'anxious']",guilty,sad,anxious,1.0
hit:1300_conv:2601,disgusted,"['disgusted', 'angry', 'surprised']",disgusted,angry,surprised,1.0
hit:8483_conv:16967,furious,"['angry', 'disappointed', 'sad']",angry,disappointed,sad,
hit:9026_conv:18052,furious,"['sad', 'angry', 'hopeful']",sad,angry,hopeful,
hit:9311_conv:18623,impressed,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:12071_conv:24143,trusting,"['faithful', 'trusting', 'content']",faithful,trusting,content,2.0
hit:1222_conv:2444,grateful,"['proud', ' confident', ' content']",proud,confident,content,
hit:6095_conv:12191,caring,"['grateful', 'hopeful', 'proud']",grateful,hopeful,proud,
hit:8099_conv:16199,jealous,"['lonely', ' hopeful', ' nostalgic']",lonely,hopeful,nostalgic,
hit:11796_conv:23592,disgusted,"['disappointed', 'surprised', 'anxious']",disappointed,surprised,anxious,
hit:181_conv:362,faithful,"['faithful', ' proud', ' confident']",faithful,proud,confident,1.0
hit:5129_conv:10258,angry,"['angry', 'annoyed', 'disappointed']",angry,annoyed,disappointed,1.0
hit:5376_conv:10752,apprehensive,"['devastated', 'sad', 'anxious']",devastated,sad,anxious,
hit:7228_conv:14457,surprised,"['grateful', ' excited', ' surprised']",grateful,excited,surprised,3.0
hit:7577_conv:15155,angry,"['annoyed', 'disgusted', 'disappointed']",annoyed,disgusted,disappointed,
hit:8616_conv:17233,nostalgic,"['disgusted', 'surprised', 'sad']",disgusted,surprised,sad,
hit:1017_conv:2035,disgusted,"['disgusted', 'angry', 'grateful']",disgusted,angry,grateful,1.0
hit:2107_conv:4214,joyful,"['excited', ' hopeful', ' jealous']",excited,hopeful,jealous,
hit:2899_conv:5799,annoyed,"['anxious', 'hopeful', 'disappointed']",anxious,hopeful,disappointed,
hit:4595_conv:9191,anticipating,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:488_conv:977,prepared,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:7932_conv:15865,lonely,"['lonely', ' hopeful', ' content']",lonely,hopeful,content,1.0
hit:1389_conv:2779,sentimental,"['grateful', ' proud', ' content']",grateful,proud,content,
hit:244_conv:488,terrified,"['terrified', 'surprised', 'sad']",terrified,surprised,sad,1.0
hit:7307_conv:14614,surprised,"['surprised', 'excited', 'anxious']",surprised,excited,anxious,1.0
hit:8345_conv:16690,joyful,"['excited', ' joyful', ' grateful']",excited,joyful,grateful,2.0
hit:1285_conv:2571,disgusted,"['disgusted', 'surprised', 'sad']",disgusted,surprised,sad,1.0
hit:6333_conv:12667,proud,"['proud', 'excited', 'anxious']",proud,excited,anxious,1.0
hit:7482_conv:14965,jealous,"['angry', 'annoyed', 'disgusted']",angry,annoyed,disgusted,
hit:8588_conv:17177,guilty,"['guilty', 'anxious', 'sad']",guilty,anxious,sad,1.0
hit:1815_conv:3631,impressed,"['impressed', 'excited', 'proud']",impressed,excited,proud,1.0
hit:4726_conv:9452,apprehensive,"['anxious', 'anticipating', 'apprehensive']",anxious,anticipating,apprehensive,3.0
hit:5532_conv:11065,anticipating,"['anxious', ' hopeful', ' grateful']",anxious,hopeful,grateful,
hit:8064_conv:16129,annoyed,"['angry', 'annoyed', 'terrified']",angry,annoyed,terrified,2.0
hit:1860_conv:3721,sad,"['devastated', ' sad', ' lonely']",devastated,sad,lonely,2.0
hit:9211_conv:18422,nostalgic,"['nostalgic', 'lonely', 'hopeful']",nostalgic,lonely,hopeful,1.0
hit:9297_conv:18595,devastated,"['devastated', ' sad', ' hopeful']",devastated,sad,hopeful,1.0
hit:3143_conv:6287,caring,"['grateful', 'hopeful', 'content']",grateful,hopeful,content,
hit:5684_conv:11368,jealous,"['angry', 'disgusted', 'surprised']",angry,disgusted,surprised,
hit:7243_conv:14487,disappointed,"['angry', 'annoyed', 'surprised']",angry,annoyed,surprised,
hit:76_conv:152,sad,"['lonely', 'sad', 'disappointed']",lonely,sad,disappointed,2.0
hit:8675_conv:17350,devastated,"['sad', ' hopeful', ' nostalgic']",sad,hopeful,nostalgic,
hit:9737_conv:19474,prepared,"['hopeful', ' anxious', ' anticipating']",hopeful,anxious,anticipating,
hit:1382_conv:2764,hopeful,"['excited', 'hopeful', 'proud']",excited,hopeful,proud,2.0
hit:3635_conv:7271,terrified,"['afraid', 'anxious', 'hopeful']",afraid,anxious,hopeful,
hit:4380_conv:8761,prepared,"['anxious', ' hopeful', ' grateful']",anxious,hopeful,grateful,
hit:7047_conv:14094,sad,"['angry', 'sad', 'annoyed']",angry,sad,annoyed,2.0
hit:11416_conv:22832,sentimental,"['proud', 'grateful', 'hopeful']",proud,grateful,hopeful,
hit:5519_conv:11039,surprised,"['excited', ' grateful', ' joyful']",excited,grateful,joyful,
hit:6285_conv:12570,afraid,"['afraid', 'anxious', 'terrified']",afraid,anxious,terrified,1.0
hit:6852_conv:13704,lonely,"['sad', ' hopeful', ' nostalgic']",sad,hopeful,nostalgic,
hit:2314_conv:4629,disappointed,"['anxious', 'sad', 'hopeful']",anxious,sad,hopeful,
hit:3925_conv:7850,trusting,"['proud', 'trusting', 'grateful']",proud,trusting,grateful,2.0
hit:4803_conv:9606,trusting,"['hopeful', 'sad', 'grateful']",hopeful,sad,grateful,
hit:8972_conv:17944,lonely,"['lonely', ' hopeful', ' content']",lonely,hopeful,content,1.0
hit:9237_conv:18475,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,1.0
hit:2971_conv:5942,terrified,"['anxious', ' hopeful', ' trusting']",anxious,hopeful,trusting,
hit:3331_conv:6663,impressed,"['excited', 'proud', 'surprised']",excited,proud,surprised,
hit:4563_conv:9126,trusting,"['content', ' trusting', ' hopeful']",content,trusting,hopeful,2.0
hit:5318_conv:10637,content,"['grateful', ' hopeful', ' proud']",grateful,hopeful,proud,
hit:5757_conv:11514,afraid,"['anxious', ' disappointed', ' hopeful']",anxious,disappointed,hopeful,
hit:8817_conv:17634,sentimental,"['nostalgic', 'proud', 'content']",nostalgic,proud,content,
hit:9142_conv:18284,angry,"['angry', 'annoyed', 'prepared']",angry,annoyed,prepared,1.0
hit:10151_conv:20303,trusting,"['proud', 'hopeful', 'content']",proud,hopeful,content,
hit:1589_conv:3178,afraid,"['afraid', 'anxious', 'terrified']",afraid,anxious,terrified,1.0
hit:3976_conv:7953,furious,"['angry', 'sad', 'devastated']",angry,sad,devastated,
hit:4969_conv:9939,proud,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,1.0
hit:8148_conv:16296,annoyed,"['annoyed', ' surprised', ' disappointed']",annoyed,surprised,disappointed,1.0
hit:9352_conv:18705,embarrassed,"['anxious', 'embarrassed', 'hopeful']",anxious,embarrassed,hopeful,2.0
hit:11311_conv:22622,anticipating,"['annoyed', 'anticipating', 'grateful']",annoyed,anticipating,grateful,2.0
hit:11611_conv:23222,faithful,"['proud', 'faithful', 'jealous']",proud,faithful,jealous,2.0
hit:17_conv:34,confident,"['impressed', 'excited', 'proud']",impressed,excited,proud,
hit:3291_conv:6583,ashamed,"['guilty', ' ashamed', ' embarrassed']",guilty,ashamed,embarrassed,2.0
hit:782_conv:1564,ashamed,"['embarrassed', 'sad', 'anxious']",embarrassed,sad,anxious,
hit:11092_conv:22184,angry,"['angry', 'annoyed', 'disgusted']",angry,annoyed,disgusted,1.0
hit:3013_conv:6026,nostalgic,"['nostalgic', 'sad', 'grateful']",nostalgic,sad,grateful,1.0
hit:7026_conv:14053,excited,"['excited', ' hopeful', ' joyful']",excited,hopeful,joyful,1.0
hit:756_conv:1512,angry,"['angry', 'annoyed', 'sad']",angry,annoyed,sad,1.0
hit:7710_conv:15421,disappointed,"['sad', 'excited', 'disappointed']",sad,excited,disappointed,3.0
hit:10845_conv:21691,embarrassed,"['embarrassed', 'anxious', 'surprised']",embarrassed,anxious,surprised,1.0
hit:12190_conv:24380,disappointed,"['sad', ' hopeful', ' caring']",sad,hopeful,caring,
hit:12261_conv:24522,prepared,"['excited', ' hopeful', ' confident']",excited,hopeful,confident,
hit:4706_conv:9412,afraid,"['afraid', 'anxious', 'lonely']",afraid,anxious,lonely,1.0
hit:7920_conv:15840,jealous,"['jealous', 'hopeful', 'content']",jealous,hopeful,content,1.0
hit:12237_conv:24475,guilty,"['guilty', 'surprised', 'anxious']",guilty,surprised,anxious,1.0
hit:9157_conv:18315,afraid,"['afraid', 'surprised', 'disgusted']",afraid,surprised,disgusted,1.0
hit:1213_conv:2426,devastated,"['devastated', ' sad', ' grateful']",devastated,sad,grateful,1.0
hit:6328_conv:12656,prepared,"['excited', 'hopeful', 'proud']",excited,hopeful,proud,
hit:6452_conv:12904,excited,"['excited', 'hopeful', 'content']",excited,hopeful,content,1.0
hit:7332_conv:14664,disappointed,"['disappointed', 'hopeful', 'content']",disappointed,hopeful,content,1.0
hit:8447_conv:16895,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,1.0
hit:9826_conv:19653,surprised,"['grateful', 'surprised', 'hopeful']",grateful,surprised,hopeful,2.0
hit:10411_conv:20822,trusting,"['proud', 'hopeful', 'grateful']",proud,hopeful,grateful,
hit:12017_conv:24034,devastated,"['devastated', 'sad', 'surprised']",devastated,sad,surprised,1.0
hit:12415_conv:24830,embarrassed,"['anxious', 'embarrassed', 'afraid']",anxious,embarrassed,afraid,2.0
hit:2754_conv:5508,surprised,"['excited', ' grateful', ' proud']",excited,grateful,proud,
hit:3585_conv:7171,impressed,"['impressed', 'excited', 'hopeful']",impressed,excited,hopeful,1.0
hit:2067_conv:4134,joyful,"['excited', ' hopeful', ' joyful']",excited,hopeful,joyful,3.0
hit:2226_conv:4452,hopeful,"['hopeful', 'content', 'lonely']",hopeful,content,lonely,1.0
hit:319_conv:639,sad,"['devastated', 'sad', 'sentimental']",devastated,sad,sentimental,2.0
hit:4359_conv:8719,confident,"['excited', ' hopeful', ' anxious']",excited,hopeful,anxious,
hit:4369_conv:8738,caring,"['sad', 'grateful', 'hopeful']",sad,grateful,hopeful,
hit:8281_conv:16563,sad,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,
hit:8506_conv:17013,proud,"['excited', ' proud', ' joyful']",excited,proud,joyful,2.0
hit:11175_conv:22350,sentimental,"['sad', ' nostalgic', ' caring']",sad,nostalgic,caring,
hit:12025_conv:24051,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,sad,hopeful,1.0
hit:1965_conv:3930,furious,"['angry', 'annoyed', 'sad']",angry,annoyed,sad,
hit:2169_conv:4339,faithful,"['proud', 'sad', 'angry']",proud,sad,angry,
hit:1598_conv:3197,jealous,"['anxious', ' hopeful', ' grateful']",anxious,hopeful,grateful,
hit:3984_conv:7969,joyful,"['grateful', 'excited', 'proud']",grateful,excited,proud,
hit:6981_conv:13962,excited,"['excited', 'impressed', 'hopeful']",excited,impressed,hopeful,1.0
hit:9463_conv:18927,grateful,"['grateful', 'content', 'proud']",grateful,content,proud,1.0
hit:11843_conv:23686,proud,"['excited', 'proud', 'grateful']",excited,proud,grateful,2.0
hit:3001_conv:6002,afraid,"['terrified', 'afraid', 'anxious']",terrified,afraid,anxious,2.0
hit:3171_conv:6343,caring,"['grateful', 'nostalgic', 'hopeful']",grateful,nostalgic,hopeful,
hit:3241_conv:6482,sentimental,"['nostalgic', 'surprised', 'hopeful']",nostalgic,surprised,hopeful,
hit:4325_conv:8650,confident,"['excited', 'confident', 'hopeful']",excited,confident,hopeful,2.0
hit:7202_conv:14405,terrified,"['afraid', 'anxious', 'surprised']",afraid,anxious,surprised,
hit:1196_conv:2392,guilty,"['guilty', 'disgusted', 'surprised']",guilty,disgusted,surprised,1.0
hit:12384_conv:24769,trusting,"['proud', 'faithful', 'grateful']",proud,faithful,grateful,
